Nov. 16, 2023   13:29:22
Cyclic Voltammetry
File: c:\users\dell\desktop\1116\o2-Âý.txt
Data Source:  Experiment
Instrument Model:  CHI600B
Header: 
Note: 

Init E (V) = 0.65
High E (V) = 1.3
Low E (V) = -0.31
Init P/N = N
Scan Rate (V/s) = 0.1
Segment = 10
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 5e-6

Segment 1:
Ep = 0.372V
ip = 1.268e-5A
Ah = 1.178e-5C

Ep = -0.085V
ip = 3.370e-6A
Ah = 2.481e-6C

Segment 2:
Segment 3:
Ep = 0.337V
ip = 1.750e-5A
Ah = 1.130e-5C

Ep = -0.111V
ip = 6.910e-6A
Ah = 3.868e-6C

Segment 4:
Segment 5:
Ep = 0.338V
ip = 1.777e-5A
Ah = 1.149e-5C

Segment 6:
Segment 7:
Ep = 0.337V
ip = 1.811e-5A
Ah = 1.188e-5C

Ep = -0.095V
ip = 3.840e-7A
Ah = 1.331e-7C

Segment 8:

Segment 9:
Ep = 0.336V
ip = 1.845e-5A
Ah = 1.225e-5C

Ep = -0.098V
ip = 2.736e-6A
Ah = 1.271e-6C

Segment 10:
Potential/V, Current/A, Charge/C
0.437, 1.070e-5, 5.676e-6
0.436, 1.085e-5, 5.784e-6
0.435, 1.095e-5, 5.894e-6
0.434, 1.109e-5, 6.005e-6
0.433, 1.119e-5, 6.116e-6
0.432, 1.132e-5, 6.230e-6
0.431, 1.141e-5, 6.344e-6
0.430, 1.155e-5, 6.459e-6
0.429, 1.163e-5, 6.575e-6
0.428, 1.177e-5, 6.693e-6
0.427, 1.185e-5, 6.812e-6
0.426, 1.198e-5, 6.931e-6
0.425, 1.206e-5, 7.052e-6
0.424, 1.218e-5, 7.174e-6
0.423, 1.225e-5, 7.296e-6
0.422, 1.237e-5, 7.420e-6
0.421, 1.244e-5, 7.544e-6
0.420, 1.256e-5, 7.670e-6
0.419, 1.262e-5, 7.796e-6
0.418, 1.272e-5, 7.923e-6
0.417, 1.279e-5, 8.051e-6
0.416, 1.289e-5, 8.180e-6
0.415, 1.294e-5, 8.310e-6
0.414, 1.304e-5, 8.440e-6
0.413, 1.310e-5, 8.571e-6
0.412, 1.319e-5, 8.703e-6
0.411, 1.325e-5, 8.835e-6
0.410, 1.333e-5, 8.969e-6
0.409, 1.335e-5, 9.102e-6
0.408, 1.344e-5, 9.237e-6
0.407, 1.348e-5, 9.371e-6
0.406, 1.356e-5, 9.507e-6
0.405, 1.359e-5, 9.643e-6
0.404, 1.367e-5, 9.780e-6
0.403, 1.369e-5, 9.916e-6
0.402, 1.376e-5, 1.005e-5
0.401, 1.379e-5, 1.019e-5
0.400, 1.385e-5, 1.033e-5
0.399, 1.387e-5, 1.047e-5
0.398, 1.394e-5, 1.061e-5
0.397, 1.395e-5, 1.075e-5
0.396, 1.402e-5, 1.089e-5
0.395, 1.403e-5, 1.103e-5
0.394, 1.409e-5, 1.117e-5
0.393, 1.409e-5, 1.131e-5
0.392, 1.414e-5, 1.145e-5
0.391, 1.415e-5, 1.159e-5
0.390, 1.419e-5, 1.174e-5
0.389, 1.420e-5, 1.188e-5
0.388, 1.424e-5, 1.202e-5
0.387, 1.424e-5, 1.216e-5
0.386, 1.428e-5, 1.230e-5
0.385, 1.428e-5, 1.245e-5
0.384, 1.431e-5, 1.259e-5
0.383, 1.430e-5, 1.273e-5
0.382, 1.434e-5, 1.288e-5
0.381, 1.432e-5, 1.302e-5
0.380, 1.435e-5, 1.316e-5
0.379, 1.434e-5, 1.331e-5
0.378, 1.437e-5, 1.345e-5
0.377, 1.435e-5, 1.359e-5
0.376, 1.438e-5, 1.374e-5
0.375, 1.436e-5, 1.388e-5
0.374, 1.438e-5, 1.403e-5
0.373, 1.436e-5, 1.417e-5
0.372, 1.438e-5, 1.431e-5
0.371, 1.436e-5, 1.446e-5
0.370, 1.438e-5, 1.460e-5
0.369, 1.436e-5, 1.474e-5
0.368, 1.438e-5, 1.489e-5
0.367, 1.436e-5, 1.503e-5
0.366, 1.437e-5, 1.518e-5
0.365, 1.435e-5, 1.532e-5
0.364, 1.436e-5, 1.546e-5
0.363, 1.434e-5, 1.561e-5
0.362, 1.436e-5, 1.575e-5
0.361, 1.433e-5, 1.589e-5
0.360, 1.435e-5, 1.604e-5
0.359, 1.432e-5, 1.618e-5
0.358, 1.434e-5, 1.632e-5
0.357, 1.432e-5, 1.647e-5
0.356, 1.433e-5, 1.661e-5
0.355, 1.430e-5, 1.675e-5
0.354, 1.431e-5, 1.690e-5
0.353, 1.429e-5, 1.704e-5
0.352, 1.430e-5, 1.718e-5
0.351, 1.427e-5, 1.732e-5
0.350, 1.429e-5, 1.747e-5
0.349, 1.426e-5, 1.761e-5
0.348, 1.427e-5, 1.775e-5
0.347, 1.424e-5, 1.789e-5
0.346, 1.425e-5, 1.804e-5
0.345, 1.422e-5, 1.818e-5
0.344, 1.424e-5, 1.832e-5
0.343, 1.421e-5, 1.846e-5
0.342, 1.422e-5, 1.861e-5
0.341, 1.419e-5, 1.875e-5
0.340, 1.420e-5, 1.889e-5
0.339, 1.418e-5, 1.903e-5
0.338, 1.419e-5, 1.917e-5
0.337, 1.416e-5, 1.932e-5
0.336, 1.417e-5, 1.946e-5
0.335, 1.415e-5, 1.960e-5
0.334, 1.416e-5, 1.974e-5
0.333, 1.413e-5, 1.988e-5
0.332, 1.414e-5, 2.002e-5
0.331, 1.412e-5, 2.016e-5
0.330, 1.412e-5, 2.031e-5
0.329, 1.410e-5, 2.045e-5
0.328, 1.410e-5, 2.059e-5
0.327, 1.407e-5, 2.073e-5
0.326, 1.407e-5, 2.087e-5
0.325, 1.404e-5, 2.101e-5
0.324, 1.404e-5, 2.115e-5
0.323, 1.401e-5, 2.129e-5
0.322, 1.401e-5, 2.143e-5
0.321, 1.397e-5, 2.157e-5
0.320, 1.397e-5, 2.171e-5
0.319, 1.394e-5, 2.185e-5
0.318, 1.394e-5, 2.199e-5
0.317, 1.391e-5, 2.213e-5
0.316, 1.390e-5, 2.227e-5
0.315, 1.387e-5, 2.240e-5
0.314, 1.387e-5, 2.254e-5
0.313, 1.383e-5, 2.268e-5
0.312, 1.383e-5, 2.282e-5
0.311, 1.379e-5, 2.296e-5
0.310, 1.379e-5, 2.310e-5
0.309, 1.375e-5, 2.323e-5
0.308, 1.375e-5, 2.337e-5
0.307, 1.371e-5, 2.351e-5
0.306, 1.370e-5, 2.364e-5
0.305, 1.366e-5, 2.378e-5
0.304, 1.366e-5, 2.392e-5
0.303, 1.362e-5, 2.405e-5
0.302, 1.361e-5, 2.419e-5
0.301, 1.357e-5, 2.433e-5
0.300, 1.356e-5, 2.446e-5
0.299, 1.352e-5, 2.460e-5
0.298, 1.351e-5, 2.473e-5
0.297, 1.347e-5, 2.487e-5
0.296, 1.346e-5, 2.500e-5
0.295, 1.342e-5, 2.514e-5
0.294, 1.341e-5, 2.527e-5
0.293, 1.336e-5, 2.540e-5
0.292, 1.336e-5, 2.554e-5
0.291, 1.332e-5, 2.567e-5
0.290, 1.331e-5, 2.580e-5
0.289, 1.327e-5, 2.594e-5
0.288, 1.326e-5, 2.607e-5
0.287, 1.321e-5, 2.620e-5
0.286, 1.321e-5, 2.633e-5
0.285, 1.316e-5, 2.646e-5
0.284, 1.315e-5, 2.660e-5
0.283, 1.312e-5, 2.673e-5
0.282, 1.311e-5, 2.686e-5
0.281, 1.307e-5, 2.699e-5
0.280, 1.307e-5, 2.712e-5
0.279, 1.303e-5, 2.725e-5
0.278, 1.302e-5, 2.738e-5
0.277, 1.298e-5, 2.751e-5
0.276, 1.298e-5, 2.764e-5
0.275, 1.294e-5, 2.777e-5
0.274, 1.294e-5, 2.790e-5
0.273, 1.290e-5, 2.803e-5
0.272, 1.290e-5, 2.816e-5
0.271, 1.286e-5, 2.828e-5
0.270, 1.286e-5, 2.841e-5
0.269, 1.282e-5, 2.854e-5
0.268, 1.282e-5, 2.867e-5
0.267, 1.279e-5, 2.880e-5
0.266, 1.279e-5, 2.893e-5
0.265, 1.276e-5, 2.905e-5
0.264, 1.277e-5, 2.918e-5
0.263, 1.274e-5, 2.931e-5
0.262, 1.275e-5, 2.944e-5
0.261, 1.273e-5, 2.956e-5
0.260, 1.275e-5, 2.969e-5
0.259, 1.272e-5, 2.982e-5
0.258, 1.274e-5, 2.994e-5
0.257, 1.272e-5, 3.007e-5
0.256, 1.273e-5, 3.020e-5
0.255, 1.271e-5, 3.033e-5
0.254, 1.273e-5, 3.045e-5
0.253, 1.270e-5, 3.058e-5
0.252, 1.272e-5, 3.071e-5
0.251, 1.270e-5, 3.084e-5
0.250, 1.272e-5, 3.096e-5
0.249, 1.270e-5, 3.109e-5
0.248, 1.272e-5, 3.122e-5
0.247, 1.270e-5, 3.134e-5
0.246, 1.272e-5, 3.147e-5
0.245, 1.271e-5, 3.160e-5
0.244, 1.273e-5, 3.173e-5
0.243, 1.272e-5, 3.185e-5
0.242, 1.274e-5, 3.198e-5
0.241, 1.273e-5, 3.211e-5
0.240, 1.276e-5, 3.223e-5
0.239, 1.274e-5, 3.236e-5
0.238, 1.277e-5, 3.249e-5
0.237, 1.275e-5, 3.262e-5
0.236, 1.278e-5, 3.275e-5
0.235, 1.277e-5, 3.287e-5
0.234, 1.279e-5, 3.300e-5
0.233, 1.278e-5, 3.313e-5
0.232, 1.280e-5, 3.326e-5
0.231, 1.278e-5, 3.338e-5
0.230, 1.279e-5, 3.351e-5
0.229, 1.277e-5, 3.364e-5
0.228, 1.279e-5, 3.377e-5
0.227, 1.276e-5, 3.390e-5
0.226, 1.278e-5, 3.402e-5
0.225, 1.275e-5, 3.415e-5
0.224, 1.277e-5, 3.428e-5
0.223, 1.275e-5, 3.441e-5
0.222, 1.277e-5, 3.453e-5
0.221, 1.274e-5, 3.466e-5
0.220, 1.275e-5, 3.479e-5
0.219, 1.273e-5, 3.492e-5
0.218, 1.274e-5, 3.504e-5
0.217, 1.272e-5, 3.517e-5
0.216, 1.273e-5, 3.530e-5
0.215, 1.271e-5, 3.542e-5
0.214, 1.272e-5, 3.555e-5
0.213, 1.269e-5, 3.568e-5
0.212, 1.270e-5, 3.581e-5
0.211, 1.267e-5, 3.593e-5
0.210, 1.267e-5, 3.606e-5
0.209, 1.264e-5, 3.619e-5
0.208, 1.265e-5, 3.631e-5
0.207, 1.261e-5, 3.644e-5
0.206, 1.262e-5, 3.656e-5
0.205, 1.259e-5, 3.669e-5
0.204, 1.259e-5, 3.682e-5
0.203, 1.256e-5, 3.694e-5
0.202, 1.257e-5, 3.707e-5
0.201, 1.253e-5, 3.719e-5
0.200, 1.254e-5, 3.732e-5
0.199, 1.251e-5, 3.744e-5
0.198, 1.251e-5, 3.757e-5
0.197, 1.248e-5, 3.769e-5
0.196, 1.249e-5, 3.782e-5
0.195, 1.246e-5, 3.794e-5
0.194, 1.247e-5, 3.807e-5
0.193, 1.244e-5, 3.819e-5
0.192, 1.245e-5, 3.832e-5
0.191, 1.242e-5, 3.844e-5
0.190, 1.243e-5, 3.857e-5
0.189, 1.240e-5, 3.869e-5
0.188, 1.241e-5, 3.881e-5
0.187, 1.238e-5, 3.894e-5
0.186, 1.238e-5, 3.906e-5
0.185, 1.235e-5, 3.918e-5
0.184, 1.236e-5, 3.931e-5
0.183, 1.232e-5, 3.943e-5
0.182, 1.232e-5, 3.955e-5
0.181, 1.229e-5, 3.968e-5
0.180, 1.229e-5, 3.980e-5
0.179, 1.226e-5, 3.992e-5
0.178, 1.226e-5, 4.005e-5
0.177, 1.223e-5, 4.017e-5
0.176, 1.224e-5, 4.029e-5
0.175, 1.221e-5, 4.041e-5
0.174, 1.222e-5, 4.053e-5
0.173, 1.220e-5, 4.066e-5
0.172, 1.221e-5, 4.078e-5
0.171, 1.218e-5, 4.090e-5
0.170, 1.219e-5, 4.102e-5
0.169, 1.217e-5, 4.114e-5
0.168, 1.218e-5, 4.127e-5
0.167, 1.215e-5, 4.139e-5
0.166, 1.216e-5, 4.151e-5
0.165, 1.213e-5, 4.163e-5
0.164, 1.213e-5, 4.175e-5
0.163, 1.210e-5, 4.187e-5
0.162, 1.210e-5, 4.199e-5
0.161, 1.206e-5, 4.211e-5
0.160, 1.206e-5, 4.223e-5
0.159, 1.202e-5, 4.235e-5
0.158, 1.203e-5, 4.248e-5
0.157, 1.199e-5, 4.259e-5
0.156, 1.200e-5, 4.271e-5
0.155, 1.197e-5, 4.283e-5
0.154, 1.197e-5, 4.295e-5
0.153, 1.194e-5, 4.307e-5
0.152, 1.194e-5, 4.319e-5
0.151, 1.191e-5, 4.331e-5
0.150, 1.191e-5, 4.343e-5
0.149, 1.188e-5, 4.355e-5
0.148, 1.188e-5, 4.367e-5
0.147, 1.185e-5, 4.379e-5
0.146, 1.185e-5, 4.391e-5
0.145, 1.181e-5, 4.402e-5
0.144, 1.180e-5, 4.414e-5
0.143, 1.176e-5, 4.426e-5
0.142, 1.176e-5, 4.438e-5
0.141, 1.171e-5, 4.449e-5
0.140, 1.171e-5, 4.461e-5
0.139, 1.167e-5, 4.473e-5
0.138, 1.167e-5, 4.484e-5
0.137, 1.162e-5, 4.496e-5
0.136, 1.162e-5, 4.508e-5
0.135, 1.157e-5, 4.519e-5
0.134, 1.157e-5, 4.531e-5
0.133, 1.153e-5, 4.542e-5
0.132, 1.153e-5, 4.554e-5
0.131, 1.149e-5, 4.565e-5
0.130, 1.149e-5, 4.577e-5
0.129, 1.145e-5, 4.588e-5
0.128, 1.145e-5, 4.600e-5
0.127, 1.142e-5, 4.611e-5
0.126, 1.142e-5, 4.623e-5
0.125, 1.138e-5, 4.634e-5
0.124, 1.138e-5, 4.645e-5
0.123, 1.134e-5, 4.657e-5
0.122, 1.134e-5, 4.668e-5
0.121, 1.131e-5, 4.679e-5
0.120, 1.131e-5, 4.691e-5
0.119, 1.127e-5, 4.702e-5
0.118, 1.127e-5, 4.713e-5
0.117, 1.124e-5, 4.724e-5
0.116, 1.124e-5, 4.736e-5
0.115, 1.121e-5, 4.747e-5
0.114, 1.122e-5, 4.758e-5
0.113, 1.119e-5, 4.769e-5
0.112, 1.120e-5, 4.781e-5
0.111, 1.117e-5, 4.792e-5
0.110, 1.119e-5, 4.803e-5
0.109, 1.116e-5, 4.814e-5
0.108, 1.118e-5, 4.825e-5
0.107, 1.116e-5, 4.836e-5
0.106, 1.118e-5, 4.848e-5
0.105, 1.116e-5, 4.859e-5
0.104, 1.118e-5, 4.870e-5
0.103, 1.116e-5, 4.881e-5
0.102, 1.118e-5, 4.892e-5
0.101, 1.116e-5, 4.903e-5
0.100, 1.118e-5, 4.915e-5
0.099, 1.117e-5, 4.926e-5
0.098, 1.119e-5, 4.937e-5
0.097, 1.118e-5, 4.948e-5
0.096, 1.120e-5, 4.959e-5
0.095, 1.119e-5, 4.971e-5
0.094, 1.122e-5, 4.982e-5
0.093, 1.121e-5, 4.993e-5
0.092, 1.124e-5, 5.004e-5
0.091, 1.124e-5, 5.015e-5
0.090, 1.127e-5, 5.027e-5
0.089, 1.127e-5, 5.038e-5
0.088, 1.131e-5, 5.049e-5
0.087, 1.131e-5, 5.061e-5
0.086, 1.134e-5, 5.072e-5
0.085, 1.134e-5, 5.083e-5
0.084, 1.138e-5, 5.095e-5
0.083, 1.138e-5, 5.106e-5
0.082, 1.142e-5, 5.117e-5
0.081, 1.143e-5, 5.129e-5
0.080, 1.147e-5, 5.140e-5
0.079, 1.147e-5, 5.152e-5
0.078, 1.151e-5, 5.163e-5
0.077, 1.151e-5, 5.175e-5
0.076, 1.155e-5, 5.186e-5
0.075, 1.155e-5, 5.198e-5
0.074, 1.158e-5, 5.209e-5
0.073, 1.158e-5, 5.221e-5
0.072, 1.163e-5, 5.233e-5
0.071, 1.163e-5, 5.244e-5
0.070, 1.168e-5, 5.256e-5
0.069, 1.168e-5, 5.268e-5
0.068, 1.172e-5, 5.279e-5
0.067, 1.172e-5, 5.291e-5
0.066, 1.176e-5, 5.303e-5
0.065, 1.176e-5, 5.315e-5
0.064, 1.180e-5, 5.326e-5
0.063, 1.180e-5, 5.338e-5
0.062, 1.183e-5, 5.350e-5
0.061, 1.183e-5, 5.362e-5
0.060, 1.187e-5, 5.374e-5
0.059, 1.187e-5, 5.386e-5
0.058, 1.189e-5, 5.398e-5
0.057, 1.188e-5, 5.409e-5
0.056, 1.191e-5, 5.421e-5
0.055, 1.190e-5, 5.433e-5
0.054, 1.193e-5, 5.445e-5
0.053, 1.192e-5, 5.457e-5
0.052, 1.195e-5, 5.469e-5
0.051, 1.194e-5, 5.481e-5
0.050, 1.197e-5, 5.493e-5
0.049, 1.196e-5, 5.505e-5
0.048, 1.198e-5, 5.517e-5
0.047, 1.197e-5, 5.529e-5
0.046, 1.200e-5, 5.541e-5
0.045, 1.199e-5, 5.553e-5
0.044, 1.201e-5, 5.565e-5
0.043, 1.200e-5, 5.577e-5
0.042, 1.202e-5, 5.589e-5
0.041, 1.201e-5, 5.601e-5
0.040, 1.203e-5, 5.613e-5
0.039, 1.201e-5, 5.625e-5
0.038, 1.203e-5, 5.637e-5
0.037, 1.201e-5, 5.649e-5
0.036, 1.202e-5, 5.661e-5
0.035, 1.200e-5, 5.673e-5
0.034, 1.202e-5, 5.685e-5
0.033, 1.200e-5, 5.697e-5
0.032, 1.202e-5, 5.709e-5
0.031, 1.200e-5, 5.721e-5
0.030, 1.202e-5, 5.733e-5
0.029, 1.200e-5, 5.745e-5
0.028, 1.201e-5, 5.757e-5
0.027, 1.200e-5, 5.769e-5
0.026, 1.201e-5, 5.781e-5
0.025, 1.200e-5, 5.793e-5
0.024, 1.202e-5, 5.805e-5
0.023, 1.201e-5, 5.817e-5
0.022, 1.203e-5, 5.829e-5
0.021, 1.202e-5, 5.841e-5
0.020, 1.204e-5, 5.853e-5
0.019, 1.203e-5, 5.865e-5
0.018, 1.205e-5, 5.877e-5
0.017, 1.203e-5, 5.889e-5
0.016, 1.205e-5, 5.901e-5
0.015, 1.204e-5, 5.913e-5
0.014, 1.206e-5, 5.925e-5
0.013, 1.205e-5, 5.938e-5
0.012, 1.207e-5, 5.950e-5
