Nov. 16, 2023   13:17:21
Cyclic Voltammetry
File: c:\users\dell\desktop\1116\o2-¾².txt
Data Source:  Experiment
Instrument Model:  CHI600B
Header: 
Note: 

Init E (V) = 0.65
High E (V) = 1.3
Low E (V) = -0.31
Init P/N = N
Scan Rate (V/s) = 0.1
Segment = 10
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 5e-6

Segment 1:
Ep = 0.340V
ip = 1.780e-5A
Ah = 1.179e-5C

Ep = -0.246V
ip = 1.149e-6A
Ah = 4.302e-7C

Segment 2:
Segment 3:
Ep = 0.342V
ip = 1.405e-5A
Ah = 9.125e-6C

Ep = -0.098V
ip = 8.983e-7A
Ah = 3.420e-7C

Segment 4:

Segment 5:
Ep = 0.345V
ip = 1.386e-5A
Ah = 8.788e-6C

Ep = -0.095V
ip = 1.032e-6A
Ah = 3.646e-7C

Segment 6:

Segment 7:
Ep = 0.344V
ip = 1.587e-5A
Ah = 9.966e-6C

Ep = -0.085V
ip = 9.364e-7A
Ah = 2.555e-7C

Segment 8:
Segment 9:
Ep = 0.344V
ip = 1.602e-5A
Ah = 1.013e-5C

Ep = -0.090V
ip = 9.874e-7A
Ah = 3.371e-7C

Segment 10:
Potential/V, Current/A, Charge/C
0.439, 4.366e-6, 2.623e-6
0.438, 4.475e-6, 2.668e-6
0.437, 4.546e-6, 2.714e-6
0.436, 4.669e-6, 2.760e-6
0.435, 4.745e-6, 2.808e-6
0.434, 4.861e-6, 2.856e-6
0.433, 4.946e-6, 2.906e-6
0.432, 5.067e-6, 2.957e-6
0.431, 5.154e-6, 3.008e-6
0.430, 5.287e-6, 3.061e-6
0.429, 5.380e-6, 3.115e-6
0.428, 5.519e-6, 3.170e-6
0.427, 5.622e-6, 3.226e-6
0.426, 5.762e-6, 3.284e-6
0.425, 5.864e-6, 3.342e-6
0.424, 6.015e-6, 3.403e-6
0.423, 6.124e-6, 3.464e-6
0.422, 6.271e-6, 3.526e-6
0.421, 6.389e-6, 3.590e-6
0.420, 6.551e-6, 3.656e-6
0.419, 6.672e-6, 3.723e-6
0.418, 6.839e-6, 3.791e-6
0.417, 6.977e-6, 3.861e-6
0.416, 7.156e-6, 3.932e-6
0.415, 7.289e-6, 4.005e-6
0.414, 7.476e-6, 4.080e-6
0.413, 7.615e-6, 4.156e-6
0.412, 7.813e-6, 4.234e-6
0.411, 7.963e-6, 4.314e-6
0.410, 8.155e-6, 4.395e-6
0.409, 8.286e-6, 4.478e-6
0.408, 8.495e-6, 4.563e-6
0.407, 8.662e-6, 4.650e-6
0.406, 8.871e-6, 4.739e-6
0.405, 9.040e-6, 4.829e-6
0.404, 9.259e-6, 4.922e-6
0.403, 9.443e-6, 5.016e-6
0.402, 9.663e-6, 5.113e-6
0.401, 9.844e-6, 5.211e-6
0.400, 1.007e-5, 5.312e-6
0.399, 1.026e-5, 5.414e-6
0.398, 1.050e-5, 5.519e-6
0.397, 1.068e-5, 5.626e-6
0.396, 1.093e-5, 5.735e-6
0.395, 1.113e-5, 5.847e-6
0.394, 1.137e-5, 5.960e-6
0.393, 1.156e-5, 6.076e-6
0.392, 1.182e-5, 6.194e-6
0.391, 1.202e-5, 6.314e-6
0.390, 1.227e-5, 6.437e-6
0.389, 1.247e-5, 6.562e-6
0.388, 1.272e-5, 6.689e-6
0.387, 1.292e-5, 6.818e-6
0.386, 1.317e-5, 6.950e-6
0.385, 1.339e-5, 7.084e-6
0.384, 1.364e-5, 7.220e-6
0.383, 1.384e-5, 7.358e-6
0.382, 1.410e-5, 7.499e-6
0.381, 1.430e-5, 7.642e-6
0.380, 1.454e-5, 7.788e-6
0.379, 1.475e-5, 7.935e-6
0.378, 1.499e-5, 8.085e-6
0.377, 1.519e-5, 8.237e-6
0.376, 1.543e-5, 8.391e-6
0.375, 1.563e-5, 8.548e-6
0.374, 1.586e-5, 8.706e-6
0.373, 1.604e-5, 8.867e-6
0.372, 1.627e-5, 9.029e-6
0.371, 1.646e-5, 9.194e-6
0.370, 1.667e-5, 9.361e-6
0.369, 1.684e-5, 9.529e-6
0.368, 1.705e-5, 9.700e-6
0.367, 1.721e-5, 9.872e-6
0.366, 1.742e-5, 1.005e-5
0.365, 1.756e-5, 1.022e-5
0.364, 1.775e-5, 1.040e-5
0.363, 1.789e-5, 1.058e-5
0.362, 1.808e-5, 1.076e-5
0.361, 1.820e-5, 1.094e-5
0.360, 1.837e-5, 1.112e-5
0.359, 1.847e-5, 1.131e-5
0.358, 1.863e-5, 1.150e-5
0.357, 1.872e-5, 1.168e-5
0.356, 1.886e-5, 1.187e-5
0.355, 1.894e-5, 1.206e-5
0.354, 1.907e-5, 1.225e-5
0.353, 1.914e-5, 1.244e-5
0.352, 1.925e-5, 1.264e-5
0.351, 1.930e-5, 1.283e-5
0.350, 1.940e-5, 1.302e-5
0.349, 1.945e-5, 1.322e-5
0.348, 1.953e-5, 1.341e-5
0.347, 1.957e-5, 1.361e-5
0.346, 1.963e-5, 1.380e-5
0.345, 1.965e-5, 1.400e-5
0.344, 1.971e-5, 1.420e-5
0.343, 1.971e-5, 1.439e-5
0.342, 1.975e-5, 1.459e-5
0.341, 1.974e-5, 1.479e-5
0.340, 1.977e-5, 1.499e-5
0.339, 1.974e-5, 1.518e-5
0.338, 1.975e-5, 1.538e-5
0.337, 1.972e-5, 1.558e-5
0.336, 1.973e-5, 1.578e-5
0.335, 1.968e-5, 1.597e-5
0.334, 1.968e-5, 1.617e-5
0.333, 1.962e-5, 1.637e-5
0.332, 1.960e-5, 1.656e-5
0.331, 1.954e-5, 1.676e-5
0.330, 1.951e-5, 1.695e-5
0.329, 1.942e-5, 1.715e-5
0.328, 1.939e-5, 1.734e-5
0.327, 1.931e-5, 1.753e-5
0.326, 1.926e-5, 1.773e-5
0.325, 1.917e-5, 1.792e-5
0.324, 1.912e-5, 1.811e-5
0.323, 1.903e-5, 1.830e-5
0.322, 1.897e-5, 1.849e-5
0.321, 1.887e-5, 1.868e-5
0.320, 1.881e-5, 1.887e-5
0.319, 1.870e-5, 1.905e-5
0.318, 1.864e-5, 1.924e-5
0.317, 1.853e-5, 1.943e-5
0.316, 1.846e-5, 1.961e-5
0.315, 1.835e-5, 1.979e-5
0.314, 1.827e-5, 1.998e-5
0.313, 1.816e-5, 2.016e-5
0.312, 1.808e-5, 2.034e-5
0.311, 1.796e-5, 2.052e-5
0.310, 1.787e-5, 2.070e-5
0.309, 1.775e-5, 2.087e-5
0.308, 1.767e-5, 2.105e-5
0.307, 1.755e-5, 2.123e-5
0.306, 1.747e-5, 2.140e-5
0.305, 1.735e-5, 2.157e-5
0.304, 1.726e-5, 2.175e-5
0.303, 1.714e-5, 2.192e-5
0.302, 1.705e-5, 2.209e-5
0.301, 1.693e-5, 2.226e-5
0.300, 1.684e-5, 2.243e-5
0.299, 1.672e-5, 2.259e-5
0.298, 1.663e-5, 2.276e-5
0.297, 1.651e-5, 2.293e-5
0.296, 1.643e-5, 2.309e-5
0.295, 1.630e-5, 2.325e-5
0.294, 1.622e-5, 2.342e-5
0.293, 1.610e-5, 2.358e-5
0.292, 1.602e-5, 2.374e-5
0.291, 1.591e-5, 2.390e-5
0.290, 1.582e-5, 2.405e-5
0.289, 1.571e-5, 2.421e-5
0.288, 1.563e-5, 2.437e-5
0.287, 1.551e-5, 2.452e-5
0.286, 1.543e-5, 2.468e-5
0.285, 1.532e-5, 2.483e-5
0.284, 1.524e-5, 2.498e-5
0.283, 1.513e-5, 2.513e-5
0.282, 1.506e-5, 2.528e-5
0.281, 1.495e-5, 2.543e-5
0.280, 1.488e-5, 2.558e-5
0.279, 1.477e-5, 2.573e-5
0.278, 1.469e-5, 2.588e-5
0.277, 1.459e-5, 2.602e-5
0.276, 1.452e-5, 2.617e-5
0.275, 1.442e-5, 2.631e-5
0.274, 1.435e-5, 2.646e-5
0.273, 1.426e-5, 2.660e-5
0.272, 1.419e-5, 2.674e-5
0.271, 1.409e-5, 2.688e-5
0.270, 1.403e-5, 2.702e-5
0.269, 1.393e-5, 2.716e-5
0.268, 1.386e-5, 2.730e-5
0.267, 1.378e-5, 2.744e-5
0.266, 1.371e-5, 2.757e-5
0.265, 1.362e-5, 2.771e-5
0.264, 1.356e-5, 2.785e-5
0.263, 1.348e-5, 2.798e-5
0.262, 1.342e-5, 2.811e-5
0.261, 1.334e-5, 2.825e-5
0.260, 1.328e-5, 2.838e-5
0.259, 1.319e-5, 2.851e-5
0.258, 1.313e-5, 2.864e-5
0.257, 1.306e-5, 2.877e-5
0.256, 1.300e-5, 2.890e-5
0.255, 1.292e-5, 2.903e-5
0.254, 1.287e-5, 2.916e-5
0.253, 1.280e-5, 2.929e-5
0.252, 1.275e-5, 2.942e-5
0.251, 1.267e-5, 2.955e-5
0.250, 1.262e-5, 2.967e-5
0.249, 1.255e-5, 2.980e-5
0.248, 1.251e-5, 2.992e-5
0.247, 1.243e-5, 3.005e-5
0.246, 1.238e-5, 3.017e-5
0.245, 1.231e-5, 3.029e-5
0.244, 1.227e-5, 3.042e-5
0.243, 1.220e-5, 3.054e-5
0.242, 1.215e-5, 3.066e-5
0.241, 1.209e-5, 3.078e-5
0.240, 1.205e-5, 3.090e-5
0.239, 1.199e-5, 3.102e-5
0.238, 1.195e-5, 3.114e-5
0.237, 1.188e-5, 3.126e-5
0.236, 1.184e-5, 3.138e-5
0.235, 1.178e-5, 3.150e-5
0.234, 1.174e-5, 3.161e-5
0.233, 1.168e-5, 3.173e-5
0.232, 1.164e-5, 3.185e-5
0.231, 1.158e-5, 3.196e-5
0.230, 1.154e-5, 3.208e-5
0.229, 1.148e-5, 3.219e-5
0.228, 1.145e-5, 3.231e-5
0.227, 1.139e-5, 3.242e-5
0.226, 1.135e-5, 3.253e-5
0.225, 1.130e-5, 3.265e-5
0.224, 1.127e-5, 3.276e-5
0.223, 1.121e-5, 3.287e-5
0.222, 1.118e-5, 3.298e-5
0.221, 1.113e-5, 3.309e-5
0.220, 1.109e-5, 3.321e-5
0.219, 1.104e-5, 3.332e-5
0.218, 1.101e-5, 3.343e-5
0.217, 1.096e-5, 3.354e-5
0.216, 1.093e-5, 3.364e-5
0.215, 1.088e-5, 3.375e-5
0.214, 1.084e-5, 3.386e-5
0.213, 1.080e-5, 3.397e-5
0.212, 1.077e-5, 3.408e-5
0.211, 1.072e-5, 3.418e-5
0.210, 1.069e-5, 3.429e-5
0.209, 1.065e-5, 3.440e-5
0.208, 1.062e-5, 3.450e-5
0.207, 1.057e-5, 3.461e-5
0.206, 1.055e-5, 3.472e-5
0.205, 1.050e-5, 3.482e-5
0.204, 1.047e-5, 3.493e-5
0.203, 1.043e-5, 3.503e-5
0.202, 1.040e-5, 3.513e-5
0.201, 1.036e-5, 3.524e-5
0.200, 1.034e-5, 3.534e-5
0.199, 1.029e-5, 3.544e-5
0.198, 1.027e-5, 3.555e-5
0.197, 1.023e-5, 3.565e-5
0.196, 1.021e-5, 3.575e-5
0.195, 1.016e-5, 3.585e-5
0.194, 1.014e-5, 3.595e-5
0.193, 1.010e-5, 3.605e-5
0.192, 1.008e-5, 3.616e-5
0.191, 1.003e-5, 3.626e-5
0.190, 1.001e-5, 3.636e-5
0.189, 9.972e-6, 3.646e-5
0.188, 9.954e-6, 3.656e-5
0.187, 9.918e-6, 3.665e-5
0.186, 9.895e-6, 3.675e-5
0.185, 9.854e-6, 3.685e-5
0.184, 9.838e-6, 3.695e-5
0.183, 9.799e-6, 3.705e-5
0.182, 9.782e-6, 3.715e-5
0.181, 9.747e-6, 3.724e-5
0.180, 9.729e-6, 3.734e-5
0.179, 9.691e-6, 3.744e-5
0.178, 9.674e-6, 3.753e-5
0.177, 9.638e-6, 3.763e-5
0.176, 9.622e-6, 3.773e-5
0.175, 9.583e-6, 3.782e-5
0.174, 9.572e-6, 3.792e-5
0.173, 9.532e-6, 3.801e-5
0.172, 9.520e-6, 3.811e-5
0.171, 9.485e-6, 3.820e-5
0.170, 9.469e-6, 3.830e-5
0.169, 9.433e-6, 3.839e-5
0.168, 9.424e-6, 3.849e-5
0.167, 9.387e-6, 3.858e-5
0.166, 9.374e-6, 3.867e-5
0.165, 9.342e-6, 3.877e-5
0.164, 9.327e-6, 3.886e-5
0.163, 9.284e-6, 3.895e-5
0.162, 9.271e-6, 3.905e-5
0.161, 9.237e-6, 3.914e-5
0.160, 9.225e-6, 3.923e-5
0.159, 9.191e-6, 3.932e-5
0.158, 9.182e-6, 3.942e-5
0.157, 9.148e-6, 3.951e-5
0.156, 9.137e-6, 3.960e-5
0.155, 9.109e-6, 3.969e-5
0.154, 9.096e-6, 3.978e-5
0.153, 9.064e-6, 3.987e-5
0.152, 9.055e-6, 3.996e-5
0.151, 9.020e-6, 4.005e-5
0.150, 9.014e-6, 4.014e-5
0.149, 8.984e-6, 4.023e-5
0.148, 8.975e-6, 4.032e-5
0.147, 8.943e-6, 4.041e-5
0.146, 8.934e-6, 4.050e-5
0.145, 8.901e-6, 4.059e-5
0.144, 8.894e-6, 4.068e-5
0.143, 8.865e-6, 4.077e-5
0.142, 8.858e-6, 4.086e-5
0.141, 8.826e-6, 4.094e-5
0.140, 8.819e-6, 4.103e-5
0.139, 8.793e-6, 4.112e-5
0.138, 8.783e-6, 4.121e-5
0.137, 8.751e-6, 4.130e-5
0.136, 8.748e-6, 4.138e-5
0.135, 8.717e-6, 4.147e-5
0.134, 8.710e-6, 4.156e-5
0.133, 8.681e-6, 4.164e-5
0.132, 8.677e-6, 4.173e-5
0.131, 8.648e-6, 4.182e-5
0.130, 8.641e-6, 4.190e-5
0.129, 8.615e-6, 4.199e-5
0.128, 8.609e-6, 4.208e-5
0.127, 8.576e-6, 4.216e-5
0.126, 8.576e-6, 4.225e-5
0.125, 8.548e-6, 4.233e-5
0.124, 8.540e-6, 4.242e-5
0.123, 8.507e-6, 4.250e-5
0.122, 8.501e-6, 4.259e-5
0.121, 8.472e-6, 4.267e-5
0.120, 8.470e-6, 4.276e-5
0.119, 8.442e-6, 4.284e-5
0.118, 8.439e-6, 4.293e-5
0.117, 8.412e-6, 4.301e-5
0.116, 8.409e-6, 4.309e-5
0.115, 8.382e-6, 4.318e-5
0.114, 8.379e-6, 4.326e-5
0.113, 8.353e-6, 4.335e-5
0.112, 8.348e-6, 4.343e-5
0.111, 8.322e-6, 4.351e-5
0.110, 8.322e-6, 4.360e-5
0.109, 8.292e-6, 4.368e-5
0.108, 8.291e-6, 4.376e-5
0.107, 8.265e-6, 4.384e-5
0.106, 8.264e-6, 4.393e-5
0.105, 8.235e-6, 4.401e-5
0.104, 8.238e-6, 4.409e-5
0.103, 8.210e-6, 4.417e-5
0.102, 8.212e-6, 4.426e-5
0.101, 8.184e-6, 4.434e-5
0.100, 8.182e-6, 4.442e-5
0.099, 8.156e-6, 4.450e-5
0.098, 8.154e-6, 4.458e-5
0.097, 8.132e-6, 4.466e-5
0.096, 8.129e-6, 4.474e-5
0.095, 8.104e-6, 4.483e-5
0.094, 8.104e-6, 4.491e-5
0.093, 8.078e-6, 4.499e-5
0.092, 8.077e-6, 4.507e-5
0.091, 8.055e-6, 4.515e-5
0.090, 8.054e-6, 4.523e-5
0.089, 8.026e-6, 4.531e-5
0.088, 8.030e-6, 4.539e-5
0.087, 8.002e-6, 4.547e-5
0.086, 8.004e-6, 4.555e-5
0.085, 7.978e-6, 4.563e-5
0.084, 7.979e-6, 4.571e-5
0.083, 7.954e-6, 4.579e-5
0.082, 7.957e-6, 4.587e-5
0.081, 7.933e-6, 4.595e-5
0.080, 7.933e-6, 4.603e-5
0.079, 7.906e-6, 4.611e-5
0.078, 7.913e-6, 4.619e-5
0.077, 7.885e-6, 4.626e-5
0.076, 7.887e-6, 4.634e-5
0.075, 7.866e-6, 4.642e-5
0.074, 7.867e-6, 4.650e-5
0.073, 7.844e-6, 4.658e-5
0.072, 7.846e-6, 4.666e-5
0.071, 7.822e-6, 4.674e-5
0.070, 7.827e-6, 4.681e-5
0.069, 7.800e-6, 4.689e-5
0.068, 7.805e-6, 4.697e-5
0.067, 7.777e-6, 4.705e-5
0.066, 7.783e-6, 4.713e-5
0.065, 7.759e-6, 4.720e-5
0.064, 7.763e-6, 4.728e-5
0.063, 7.728e-6, 4.736e-5
0.062, 7.740e-6, 4.744e-5
0.061, 7.710e-6, 4.751e-5
0.060, 7.716e-6, 4.759e-5
0.059, 7.691e-6, 4.767e-5
0.058, 7.697e-6, 4.774e-5
0.057, 7.670e-6, 4.782e-5
0.056, 7.679e-6, 4.790e-5
0.055, 7.651e-6, 4.797e-5
0.054, 7.661e-6, 4.805e-5
0.053, 7.633e-6, 4.813e-5
0.052, 7.642e-6, 4.820e-5
0.051, 7.617e-6, 4.828e-5
0.050, 7.624e-6, 4.836e-5
0.049, 7.600e-6, 4.843e-5
0.048, 7.609e-6, 4.851e-5
0.047, 7.579e-6, 4.858e-5
0.046, 7.591e-6, 4.866e-5
0.045, 7.562e-6, 4.874e-5
0.044, 7.572e-6, 4.881e-5
0.043, 7.549e-6, 4.889e-5
0.042, 7.559e-6, 4.896e-5
0.041, 7.530e-6, 4.904e-5
0.040, 7.544e-6, 4.911e-5
0.039, 7.515e-6, 4.919e-5
0.038, 7.526e-6, 4.926e-5
0.037, 7.499e-6, 4.934e-5
0.036, 7.513e-6, 4.941e-5
0.035, 7.484e-6, 4.949e-5
0.034, 7.498e-6, 4.956e-5
0.033, 7.469e-6, 4.964e-5
0.032, 7.485e-6, 4.971e-5
0.031, 7.454e-6, 4.979e-5
0.030, 7.471e-6, 4.986e-5
0.029, 7.439e-6, 4.994e-5
0.028, 7.457e-6, 5.001e-5
0.027, 7.430e-6, 5.009e-5
0.026, 7.444e-6, 5.016e-5
0.025, 7.413e-6, 5.023e-5
0.024, 7.435e-6, 5.031e-5
0.023, 7.402e-6, 5.038e-5
0.022, 7.418e-6, 5.046e-5
0.021, 7.389e-6, 5.053e-5
0.020, 7.410e-6, 5.060e-5
0.019, 7.377e-6, 5.068e-5
0.018, 7.400e-6, 5.075e-5
0.017, 7.365e-6, 5.083e-5
0.016, 7.389e-6, 5.090e-5
0.015, 7.354e-6, 5.097e-5
