Nov. 16, 2023   13:32:40
Cyclic Voltammetry
File: c:\users\dell\desktop\1116\o2-¿ì.txt
Data Source:  Experiment
Instrument Model:  CHI600B
Header: 
Note: 

Init E (V) = 0.65
High E (V) = 1.3
Low E (V) = -0.31
Init P/N = N
Scan Rate (V/s) = 0.1
Segment = 10
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 5e-6

Segment 1:

Segment 2:
Segment 3:
Ep = 0.281V
ip = 2.250e-5A
Ah = 2.112e-5C

Ep = -0.067V
ip = 6.895e-6A
Ah = 2.369e-6C

Segment 4:
Segment 5:
Ep = 0.305V
ip = 2.202e-5A
Ah = 1.795e-5C

Segment 6:

Segment 7:
Ep = 0.309V
ip = 2.082e-5A
Ah = 1.678e-5C

Segment 8:
Segment 9:
Ep = 0.304V
ip = 2.087e-5A
Ah = 1.769e-5C

Segment 10:

Potential/V, Current/A, Charge/C
0.430, 5.491e-6, 3.229e-6
0.429, 5.671e-6, 3.285e-6
0.428, 5.884e-6, 3.344e-6
0.427, 6.089e-6, 3.405e-6
0.426, 6.262e-6, 3.468e-6
0.425, 6.413e-6, 3.532e-6
0.424, 6.549e-6, 3.597e-6
0.423, 6.653e-6, 3.664e-6
0.422, 6.694e-6, 3.731e-6
0.421, 6.853e-6, 3.799e-6
0.420, 6.795e-6, 3.867e-6
0.419, 7.048e-6, 3.938e-6
0.418, 7.055e-6, 4.008e-6
0.417, 7.407e-6, 4.082e-6
0.416, 7.535e-6, 4.158e-6
0.415, 7.962e-6, 4.237e-6
0.414, 8.191e-6, 4.319e-6
0.413, 8.407e-6, 4.403e-6
0.412, 8.581e-6, 4.489e-6
0.411, 8.692e-6, 4.576e-6
0.410, 8.748e-6, 4.663e-6
0.409, 8.797e-6, 4.751e-6
0.408, 8.928e-6, 4.841e-6
0.407, 9.122e-6, 4.932e-6
0.406, 9.374e-6, 5.026e-6
0.405, 9.672e-6, 5.122e-6
0.404, 9.998e-6, 5.222e-6
0.403, 1.032e-5, 5.326e-6
0.402, 1.060e-5, 5.432e-6
0.401, 1.084e-5, 5.540e-6
0.400, 1.105e-5, 5.650e-6
0.399, 1.120e-5, 5.762e-6
0.398, 1.128e-5, 5.875e-6
0.397, 1.150e-5, 5.990e-6
0.396, 1.150e-5, 6.105e-6
0.395, 1.187e-5, 6.224e-6
0.394, 1.199e-5, 6.344e-6
0.393, 1.248e-5, 6.469e-6
0.392, 1.274e-5, 6.596e-6
0.391, 1.326e-5, 6.729e-6
0.390, 1.351e-5, 6.864e-6
0.389, 1.375e-5, 7.001e-6
0.388, 1.389e-5, 7.140e-6
0.387, 1.397e-5, 7.280e-6
0.386, 1.406e-5, 7.421e-6
0.385, 1.424e-5, 7.563e-6
0.384, 1.449e-5, 7.708e-6
0.383, 1.483e-5, 7.856e-6
0.382, 1.520e-5, 8.008e-6
0.381, 1.560e-5, 8.164e-6
0.380, 1.594e-5, 8.324e-6
0.379, 1.625e-5, 8.486e-6
0.378, 1.651e-5, 8.651e-6
0.377, 1.669e-5, 8.818e-6
0.376, 1.677e-5, 8.986e-6
0.375, 1.686e-5, 9.154e-6
0.374, 1.694e-5, 9.324e-6
0.373, 1.731e-5, 9.497e-6
0.372, 1.743e-5, 9.671e-6
0.371, 1.788e-5, 9.850e-6
0.370, 1.807e-5, 1.003e-5
0.369, 1.856e-5, 1.022e-5
0.368, 1.868e-5, 1.040e-5
0.367, 1.900e-5, 1.059e-5
0.366, 1.905e-5, 1.078e-5
0.365, 1.907e-5, 1.097e-5
0.364, 1.902e-5, 1.116e-5
0.363, 1.909e-5, 1.136e-5
0.362, 1.929e-5, 1.155e-5
0.361, 1.960e-5, 1.174e-5
0.360, 1.990e-5, 1.194e-5
0.359, 2.021e-5, 1.215e-5
0.358, 2.044e-5, 1.235e-5
0.357, 2.066e-5, 1.256e-5
0.356, 2.086e-5, 1.277e-5
0.355, 2.096e-5, 1.297e-5
0.354, 2.091e-5, 1.318e-5
0.353, 2.083e-5, 1.339e-5
0.352, 2.077e-5, 1.360e-5
0.351, 2.088e-5, 1.381e-5
0.350, 2.105e-5, 1.402e-5
0.349, 2.126e-5, 1.423e-5
0.348, 2.131e-5, 1.444e-5
0.347, 2.165e-5, 1.466e-5
0.346, 2.172e-5, 1.488e-5
0.345, 2.211e-5, 1.510e-5
0.344, 2.214e-5, 1.532e-5
0.343, 2.217e-5, 1.554e-5
0.342, 2.186e-5, 1.576e-5
0.341, 2.164e-5, 1.598e-5
0.340, 2.163e-5, 1.619e-5
0.339, 2.185e-5, 1.641e-5
0.338, 2.205e-5, 1.663e-5
0.337, 2.220e-5, 1.686e-5
0.336, 2.219e-5, 1.708e-5
0.335, 2.223e-5, 1.730e-5
0.334, 2.236e-5, 1.752e-5
0.333, 2.235e-5, 1.775e-5
0.332, 2.219e-5, 1.797e-5
0.331, 2.205e-5, 1.819e-5
0.330, 2.202e-5, 1.841e-5
0.329, 2.224e-5, 1.863e-5
0.328, 2.234e-5, 1.885e-5
0.327, 2.232e-5, 1.908e-5
0.326, 2.223e-5, 1.930e-5
0.325, 2.221e-5, 1.952e-5
0.324, 2.215e-5, 1.974e-5
0.323, 2.244e-5, 1.997e-5
0.322, 2.230e-5, 2.019e-5
0.321, 2.220e-5, 2.041e-5
0.320, 2.171e-5, 2.063e-5
0.319, 2.156e-5, 2.085e-5
0.318, 2.169e-5, 2.106e-5
0.317, 2.197e-5, 2.128e-5
0.316, 2.202e-5, 2.150e-5
0.315, 2.195e-5, 2.172e-5
0.314, 2.188e-5, 2.194e-5
0.313, 2.221e-5, 2.216e-5
0.312, 2.253e-5, 2.239e-5
0.311, 2.243e-5, 2.261e-5
0.310, 2.210e-5, 2.283e-5
0.309, 2.186e-5, 2.305e-5
0.308, 2.201e-5, 2.327e-5
0.307, 2.235e-5, 2.350e-5
0.306, 2.228e-5, 2.372e-5
0.305, 2.205e-5, 2.394e-5
0.304, 2.179e-5, 2.416e-5
0.303, 2.174e-5, 2.437e-5
0.302, 2.207e-5, 2.460e-5
0.301, 2.232e-5, 2.482e-5
0.300, 2.210e-5, 2.504e-5
0.299, 2.206e-5, 2.526e-5
0.298, 2.197e-5, 2.548e-5
0.297, 2.235e-5, 2.570e-5
0.296, 2.274e-5, 2.593e-5
0.295, 2.307e-5, 2.616e-5
0.294, 2.282e-5, 2.639e-5
0.293, 2.243e-5, 2.661e-5
0.292, 2.197e-5, 2.683e-5
0.291, 2.153e-5, 2.705e-5
0.290, 2.130e-5, 2.726e-5
0.289, 2.103e-5, 2.747e-5
0.288, 2.066e-5, 2.768e-5
0.287, 2.028e-5, 2.788e-5
0.286, 1.991e-5, 2.808e-5
0.285, 1.968e-5, 2.828e-5
0.284, 1.971e-5, 2.847e-5
0.283, 1.978e-5, 2.867e-5
0.282, 1.972e-5, 2.887e-5
0.281, 1.972e-5, 2.907e-5
0.280, 1.988e-5, 2.927e-5
0.279, 2.009e-5, 2.947e-5
0.278, 2.045e-5, 2.967e-5
0.277, 2.088e-5, 2.988e-5
0.276, 2.087e-5, 3.009e-5
0.275, 2.086e-5, 3.030e-5
0.274, 2.058e-5, 3.050e-5
0.273, 2.054e-5, 3.071e-5
0.272, 2.055e-5, 3.091e-5
0.271, 2.111e-5, 3.112e-5
0.270, 2.134e-5, 3.134e-5
0.269, 2.123e-5, 3.155e-5
0.268, 2.090e-5, 3.176e-5
0.267, 2.058e-5, 3.197e-5
0.266, 2.046e-5, 3.217e-5
0.265, 2.089e-5, 3.238e-5
0.264, 2.104e-5, 3.259e-5
0.263, 2.066e-5, 3.280e-5
0.262, 2.014e-5, 3.300e-5
0.261, 2.002e-5, 3.320e-5
0.260, 2.049e-5, 3.340e-5
0.259, 2.122e-5, 3.361e-5
0.258, 2.144e-5, 3.383e-5
0.257, 2.107e-5, 3.404e-5
0.256, 2.054e-5, 3.424e-5
0.255, 2.020e-5, 3.445e-5
0.254, 1.996e-5, 3.465e-5
0.253, 1.977e-5, 3.484e-5
0.252, 1.991e-5, 3.504e-5
0.251, 2.046e-5, 3.525e-5
0.250, 2.046e-5, 3.545e-5
0.249, 2.044e-5, 3.566e-5
0.248, 2.027e-5, 3.586e-5
0.247, 2.056e-5, 3.607e-5
0.246, 2.115e-5, 3.628e-5
0.245, 2.191e-5, 3.650e-5
0.244, 2.181e-5, 3.671e-5
0.243, 2.133e-5, 3.693e-5
0.242, 2.083e-5, 3.714e-5
0.241, 2.056e-5, 3.734e-5
0.240, 2.098e-5, 3.755e-5
0.239, 2.158e-5, 3.777e-5
0.238, 2.138e-5, 3.798e-5
0.237, 2.076e-5, 3.819e-5
0.236, 2.043e-5, 3.839e-5
0.235, 2.066e-5, 3.860e-5
0.234, 2.134e-5, 3.881e-5
0.233, 2.191e-5, 3.903e-5
0.232, 2.174e-5, 3.925e-5
0.231, 2.126e-5, 3.946e-5
0.230, 2.075e-5, 3.967e-5
0.229, 2.041e-5, 3.987e-5
0.228, 2.019e-5, 4.007e-5
0.227, 2.035e-5, 4.028e-5
0.226, 2.046e-5, 4.048e-5
0.225, 2.039e-5, 4.069e-5
0.224, 1.995e-5, 4.089e-5
0.223, 1.989e-5, 4.109e-5
0.222, 1.997e-5, 4.129e-5
0.221, 2.047e-5, 4.149e-5
0.220, 2.115e-5, 4.170e-5
0.219, 2.123e-5, 4.191e-5
0.218, 2.084e-5, 4.212e-5
0.217, 2.049e-5, 4.233e-5
0.216, 2.039e-5, 4.253e-5
0.215, 2.070e-5, 4.274e-5
0.214, 2.128e-5, 4.295e-5
0.213, 2.137e-5, 4.316e-5
0.212, 2.102e-5, 4.337e-5
0.211, 2.063e-5, 4.358e-5
0.210, 2.049e-5, 4.379e-5
0.209, 2.065e-5, 4.399e-5
0.208, 2.104e-5, 4.420e-5
0.207, 2.112e-5, 4.441e-5
0.206, 2.083e-5, 4.462e-5
0.205, 2.052e-5, 4.483e-5
0.204, 2.042e-5, 4.503e-5
0.203, 2.065e-5, 4.524e-5
0.202, 2.096e-5, 4.545e-5
0.201, 2.176e-5, 4.567e-5
0.200, 2.218e-5, 4.589e-5
0.199, 2.226e-5, 4.611e-5
0.198, 2.214e-5, 4.633e-5
0.197, 2.241e-5, 4.656e-5
0.196, 2.302e-5, 4.679e-5
0.195, 2.392e-5, 4.702e-5
0.194, 2.417e-5, 4.727e-5
0.193, 2.364e-5, 4.750e-5
0.192, 2.284e-5, 4.773e-5
0.191, 2.199e-5, 4.795e-5
0.190, 2.124e-5, 4.816e-5
0.189, 2.099e-5, 4.837e-5
0.188, 2.147e-5, 4.859e-5
0.187, 2.178e-5, 4.881e-5
0.186, 2.176e-5, 4.902e-5
0.185, 2.151e-5, 4.924e-5
0.184, 2.129e-5, 4.945e-5
0.183, 2.127e-5, 4.966e-5
0.182, 2.136e-5, 4.988e-5
0.181, 2.133e-5, 5.009e-5
0.180, 2.085e-5, 5.030e-5
0.179, 2.059e-5, 5.051e-5
0.178, 2.056e-5, 5.071e-5
0.177, 2.078e-5, 5.092e-5
0.176, 2.070e-5, 5.113e-5
0.175, 2.154e-5, 5.134e-5
0.174, 2.246e-5, 5.157e-5
0.173, 2.222e-5, 5.179e-5
0.172, 2.128e-5, 5.200e-5
0.171, 2.061e-5, 5.221e-5
0.170, 2.031e-5, 5.241e-5
0.169, 2.050e-5, 5.261e-5
0.168, 2.109e-5, 5.283e-5
0.167, 2.128e-5, 5.304e-5
0.166, 2.091e-5, 5.325e-5
0.165, 2.068e-5, 5.345e-5
0.164, 2.066e-5, 5.366e-5
0.163, 2.062e-5, 5.387e-5
0.162, 2.112e-5, 5.408e-5
0.161, 2.202e-5, 5.430e-5
0.160, 2.221e-5, 5.452e-5
0.159, 2.199e-5, 5.474e-5
0.158, 2.178e-5, 5.496e-5
0.157, 2.179e-5, 5.518e-5
0.156, 2.202e-5, 5.540e-5
0.155, 2.262e-5, 5.562e-5
0.154, 2.298e-5, 5.585e-5
0.153, 2.288e-5, 5.608e-5
0.152, 2.215e-5, 5.630e-5
0.151, 2.162e-5, 5.652e-5
0.150, 2.103e-5, 5.673e-5
0.149, 2.109e-5, 5.694e-5
0.148, 2.180e-5, 5.716e-5
0.147, 2.180e-5, 5.738e-5
0.146, 2.111e-5, 5.759e-5
0.145, 2.044e-5, 5.779e-5
0.144, 2.003e-5, 5.799e-5
0.143, 2.028e-5, 5.819e-5
0.142, 2.120e-5, 5.841e-5
0.141, 2.170e-5, 5.862e-5
0.140, 2.144e-5, 5.884e-5
0.139, 2.088e-5, 5.905e-5
0.138, 2.068e-5, 5.925e-5
0.137, 2.111e-5, 5.946e-5
0.136, 2.155e-5, 5.968e-5
0.135, 2.195e-5, 5.990e-5
0.134, 2.177e-5, 6.012e-5
0.133, 2.130e-5, 6.033e-5
0.132, 2.077e-5, 6.054e-5
0.131, 2.043e-5, 6.074e-5
0.130, 2.017e-5, 6.094e-5
0.129, 2.060e-5, 6.115e-5
0.128, 2.120e-5, 6.136e-5
0.127, 2.124e-5, 6.157e-5
0.126, 2.050e-5, 6.178e-5
0.125, 1.989e-5, 6.198e-5
0.124, 1.958e-5, 6.217e-5
0.123, 2.034e-5, 6.238e-5
0.122, 2.100e-5, 6.259e-5
0.121, 2.082e-5, 6.280e-5
0.120, 2.027e-5, 6.300e-5
0.119, 1.988e-5, 6.320e-5
0.118, 2.004e-5, 6.340e-5
0.117, 2.096e-5, 6.361e-5
0.116, 2.153e-5, 6.382e-5
0.115, 2.131e-5, 6.404e-5
0.114, 2.086e-5, 6.424e-5
0.113, 2.045e-5, 6.445e-5
0.112, 2.041e-5, 6.465e-5
0.111, 2.154e-5, 6.487e-5
0.110, 2.203e-5, 6.509e-5
0.109, 2.152e-5, 6.530e-5
0.108, 2.076e-5, 6.551e-5
0.107, 2.033e-5, 6.571e-5
0.106, 2.034e-5, 6.592e-5
0.105, 2.161e-5, 6.613e-5
0.104, 2.238e-5, 6.636e-5
0.103, 2.204e-5, 6.658e-5
0.102, 2.113e-5, 6.679e-5
0.101, 2.044e-5, 6.699e-5
0.100, 2.001e-5, 6.719e-5
0.099, 2.079e-5, 6.740e-5
0.098, 2.086e-5, 6.761e-5
0.097, 2.033e-5, 6.781e-5
0.096, 2.001e-5, 6.801e-5
0.095, 2.066e-5, 6.822e-5
0.094, 2.285e-5, 6.845e-5
0.093, 2.546e-5, 6.870e-5
0.092, 2.678e-5, 6.897e-5
0.091, 2.674e-5, 6.924e-5
0.090, 2.598e-5, 6.950e-5
0.089, 2.518e-5, 6.975e-5
0.088, 2.523e-5, 7.000e-5
0.087, 2.469e-5, 7.025e-5
0.086, 2.338e-5, 7.048e-5
0.085, 2.249e-5, 7.071e-5
0.084, 2.229e-5, 7.093e-5
0.083, 2.278e-5, 7.116e-5
0.082, 2.358e-5, 7.140e-5
0.081, 2.373e-5, 7.163e-5
0.080, 2.293e-5, 7.186e-5
0.079, 2.229e-5, 7.208e-5
0.078, 2.178e-5, 7.230e-5
0.077, 2.210e-5, 7.252e-5
0.076, 2.346e-5, 7.276e-5
0.075, 2.415e-5, 7.300e-5
0.074, 2.341e-5, 7.323e-5
0.073, 2.254e-5, 7.346e-5
0.072, 2.235e-5, 7.368e-5
0.071, 2.315e-5, 7.391e-5
0.070, 2.365e-5, 7.415e-5
0.069, 2.295e-5, 7.438e-5
0.068, 2.213e-5, 7.460e-5
0.067, 2.175e-5, 7.482e-5
0.066, 2.190e-5, 7.504e-5
0.065, 2.285e-5, 7.527e-5
0.064, 2.331e-5, 7.550e-5
0.063, 2.276e-5, 7.573e-5
0.062, 2.216e-5, 7.595e-5
0.061, 2.200e-5, 7.617e-5
0.060, 2.215e-5, 7.639e-5
0.059, 2.257e-5, 7.662e-5
0.058, 2.258e-5, 7.684e-5
0.057, 2.207e-5, 7.706e-5
0.056, 2.130e-5, 7.728e-5
0.055, 2.098e-5, 7.749e-5
0.054, 2.085e-5, 7.769e-5
0.053, 2.169e-5, 7.791e-5
0.052, 2.288e-5, 7.814e-5
0.051, 2.298e-5, 7.837e-5
0.050, 2.249e-5, 7.859e-5
0.049, 2.241e-5, 7.882e-5
0.048, 2.332e-5, 7.905e-5
0.047, 2.557e-5, 7.931e-5
0.046, 2.686e-5, 7.958e-5
0.045, 2.669e-5, 7.984e-5
0.044, 2.573e-5, 8.010e-5
0.043, 2.475e-5, 8.035e-5
0.042, 2.446e-5, 8.059e-5
0.041, 2.478e-5, 8.084e-5
0.040, 2.420e-5, 8.108e-5
0.039, 2.355e-5, 8.132e-5
0.038, 2.322e-5, 8.155e-5
0.037, 2.354e-5, 8.178e-5
0.036, 2.443e-5, 8.203e-5
0.035, 2.563e-5, 8.229e-5
0.034, 2.661e-5, 8.255e-5
0.033, 2.746e-5, 8.283e-5
0.032, 2.785e-5, 8.310e-5
0.031, 2.838e-5, 8.339e-5
0.030, 2.890e-5, 8.368e-5
0.029, 2.962e-5, 8.397e-5
0.028, 2.882e-5, 8.426e-5
0.027, 2.746e-5, 8.454e-5
0.026, 2.599e-5, 8.480e-5
0.025, 2.536e-5, 8.505e-5
0.024, 2.546e-5, 8.530e-5
0.023, 2.497e-5, 8.555e-5
0.022, 2.413e-5, 8.580e-5
0.021, 2.349e-5, 8.603e-5
0.020, 2.299e-5, 8.626e-5
0.019, 2.289e-5, 8.649e-5
0.018, 2.262e-5, 8.672e-5
0.017, 2.211e-5, 8.694e-5
0.016, 2.163e-5, 8.715e-5
0.015, 2.151e-5, 8.737e-5
0.014, 2.203e-5, 8.759e-5
0.013, 2.277e-5, 8.782e-5
0.012, 2.239e-5, 8.804e-5
0.011, 2.170e-5, 8.826e-5
0.010, 2.129e-5, 8.847e-5
0.009, 2.168e-5, 8.869e-5
0.008, 2.254e-5, 8.891e-5
0.007, 2.392e-5, 8.915e-5
0.006, 2.333e-5, 8.938e-5
0.005, 2.246e-5, 8.961e-5
0.004, 2.146e-5, 8.982e-5
0.003, 2.135e-5, 9.004e-5
0.002, 2.213e-5, 9.026e-5
0.001, 2.220e-5, 9.048e-5
0.000, 2.147e-5, 9.070e-5
-0.001, 2.066e-5, 9.090e-5
-0.002, 2.026e-5, 9.110e-5
