Nov. 16, 2023   12:47:58
Cyclic Voltammetry
File: c:\users\dell\desktop\1116\¿Õ°×-01.txt
Data Source:  Experiment
Instrument Model:  CHI600B
Header: 
Note: 

Init E (V) = 0.65
High E (V) = 1.3
Low E (V) = -0.31
Init P/N = N
Scan Rate (V/s) = 0.1
Segment = 10
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 5e-6

Segment 1:
Ep = 0.377V
ip = 4.859e-6A
Ah = 3.679e-6C

Ep = -0.085V
ip = 1.587e-6A
Ah = 6.599e-7C

Segment 2:

Segment 3:
Ep = 0.366V
ip = 4.524e-6A
Ah = 3.333e-6C

Ep = -0.092V
ip = 1.544e-6A
Ah = 7.074e-7C

Segment 4:

Segment 5:
Ep = 0.366V
ip = 4.580e-6A
Ah = 3.357e-6C

Ep = -0.092V
ip = 1.464e-6A
Ah = 6.918e-7C

Segment 6:

Segment 7:
Ep = 0.368V
ip = 4.469e-6A
Ah = 3.256e-6C

Ep = -0.091V
ip = 1.494e-6A
Ah = 7.158e-7C

Segment 8:

Segment 9:
Ep = 0.366V
ip = 4.585e-6A
Ah = 3.407e-6C

Ep = -0.092V
ip = 1.520e-6A
Ah = 6.891e-7C

Segment 10:

Potential/V, Current/A, Charge/C
0.439, 3.710e-6, 2.596e-6
0.438, 3.737e-6, 2.634e-6
0.437, 3.805e-6, 2.672e-6
0.436, 3.841e-6, 2.710e-6
0.435, 3.914e-6, 2.749e-6
0.434, 3.942e-6, 2.789e-6
0.433, 4.013e-6, 2.829e-6
0.432, 4.043e-6, 2.869e-6
0.431, 4.110e-6, 2.911e-6
0.430, 4.146e-6, 2.952e-6
0.429, 4.213e-6, 2.994e-6
0.428, 4.244e-6, 3.037e-6
0.427, 4.320e-6, 3.080e-6
0.426, 4.348e-6, 3.123e-6
0.425, 4.420e-6, 3.167e-6
0.424, 4.455e-6, 3.212e-6
0.423, 4.526e-6, 3.257e-6
0.422, 4.557e-6, 3.303e-6
0.421, 4.640e-6, 3.349e-6
0.420, 4.671e-6, 3.396e-6
0.419, 4.743e-6, 3.443e-6
0.418, 4.776e-6, 3.491e-6
0.417, 4.849e-6, 3.540e-6
0.416, 4.883e-6, 3.588e-6
0.415, 4.951e-6, 3.638e-6
0.414, 4.989e-6, 3.688e-6
0.413, 5.060e-6, 3.738e-6
0.412, 5.091e-6, 3.789e-6
0.411, 5.165e-6, 3.841e-6
0.410, 5.191e-6, 3.893e-6
0.409, 5.238e-6, 3.945e-6
0.408, 5.275e-6, 3.998e-6
0.407, 5.343e-6, 4.051e-6
0.406, 5.374e-6, 4.105e-6
0.405, 5.449e-6, 4.160e-6
0.404, 5.480e-6, 4.214e-6
0.403, 5.546e-6, 4.270e-6
0.402, 5.571e-6, 4.326e-6
0.401, 5.640e-6, 4.382e-6
0.400, 5.661e-6, 4.439e-6
0.399, 5.722e-6, 4.496e-6
0.398, 5.746e-6, 4.553e-6
0.397, 5.805e-6, 4.611e-6
0.396, 5.823e-6, 4.670e-6
0.395, 5.885e-6, 4.728e-6
0.394, 5.899e-6, 4.787e-6
0.393, 5.955e-6, 4.847e-6
0.392, 5.968e-6, 4.907e-6
0.391, 6.019e-6, 4.967e-6
0.390, 6.029e-6, 5.027e-6
0.389, 6.080e-6, 5.088e-6
0.388, 6.084e-6, 5.149e-6
0.387, 6.128e-6, 5.210e-6
0.386, 6.129e-6, 5.271e-6
0.385, 6.164e-6, 5.333e-6
0.384, 6.165e-6, 5.395e-6
0.383, 6.200e-6, 5.457e-6
0.382, 6.197e-6, 5.519e-6
0.381, 6.226e-6, 5.581e-6
0.380, 6.214e-6, 5.643e-6
0.379, 6.247e-6, 5.706e-6
0.378, 6.231e-6, 5.768e-6
0.377, 6.256e-6, 5.830e-6
0.376, 6.235e-6, 5.893e-6
0.375, 6.256e-6, 5.955e-6
0.374, 6.229e-6, 6.018e-6
0.373, 6.242e-6, 6.080e-6
0.372, 6.214e-6, 6.142e-6
0.371, 6.223e-6, 6.204e-6
0.370, 6.187e-6, 6.266e-6
0.369, 6.196e-6, 6.328e-6
0.368, 6.161e-6, 6.390e-6
0.367, 6.160e-6, 6.451e-6
0.366, 6.123e-6, 6.513e-6
0.365, 6.117e-6, 6.574e-6
0.364, 6.068e-6, 6.635e-6
0.363, 6.063e-6, 6.695e-6
0.362, 6.011e-6, 6.755e-6
0.361, 5.995e-6, 6.815e-6
0.360, 5.940e-6, 6.875e-6
0.359, 5.921e-6, 6.934e-6
0.358, 5.866e-6, 6.992e-6
0.357, 5.842e-6, 7.051e-6
0.356, 5.780e-6, 7.109e-6
0.355, 5.754e-6, 7.166e-6
0.354, 5.686e-6, 7.223e-6
0.353, 5.658e-6, 7.280e-6
0.352, 5.588e-6, 7.336e-6
0.351, 5.551e-6, 7.391e-6
0.350, 5.483e-6, 7.446e-6
0.349, 5.443e-6, 7.500e-6
0.348, 5.361e-6, 7.554e-6
0.347, 5.323e-6, 7.607e-6
0.346, 5.245e-6, 7.660e-6
0.345, 5.203e-6, 7.712e-6
0.344, 5.127e-6, 7.763e-6
0.343, 5.082e-6, 7.814e-6
0.342, 5.003e-6, 7.864e-6
0.341, 4.956e-6, 7.913e-6
0.340, 4.878e-6, 7.962e-6
0.339, 4.828e-6, 8.010e-6
0.338, 4.747e-6, 8.058e-6
0.337, 4.702e-6, 8.105e-6
0.336, 4.617e-6, 8.151e-6
0.335, 4.558e-6, 8.197e-6
0.334, 4.482e-6, 8.241e-6
0.333, 4.428e-6, 8.286e-6
0.332, 4.346e-6, 8.329e-6
0.331, 4.299e-6, 8.372e-6
0.330, 4.218e-6, 8.414e-6
0.329, 4.165e-6, 8.456e-6
0.328, 4.088e-6, 8.497e-6
0.327, 4.035e-6, 8.537e-6
0.326, 3.957e-6, 8.577e-6
0.325, 3.909e-6, 8.616e-6
0.324, 3.823e-6, 8.654e-6
0.323, 3.769e-6, 8.692e-6
0.322, 3.692e-6, 8.729e-6
0.321, 3.645e-6, 8.765e-6
0.320, 3.571e-6, 8.801e-6
0.319, 3.522e-6, 8.836e-6
0.318, 3.450e-6, 8.871e-6
0.317, 3.403e-6, 8.905e-6
0.316, 3.331e-6, 8.938e-6
0.315, 3.287e-6, 8.971e-6
0.314, 3.216e-6, 9.003e-6
0.313, 3.171e-6, 9.035e-6
0.312, 3.105e-6, 9.066e-6
0.311, 3.061e-6, 9.096e-6
0.310, 2.982e-6, 9.126e-6
0.309, 2.941e-6, 9.156e-6
0.308, 2.877e-6, 9.184e-6
0.307, 2.841e-6, 9.213e-6
0.306, 2.775e-6, 9.240e-6
0.305, 2.739e-6, 9.268e-6
0.304, 2.676e-6, 9.295e-6
0.303, 2.638e-6, 9.321e-6
0.302, 2.582e-6, 9.347e-6
0.301, 2.545e-6, 9.372e-6
0.300, 2.489e-6, 9.397e-6
0.299, 2.457e-6, 9.422e-6
0.298, 2.400e-6, 9.446e-6
0.297, 2.368e-6, 9.469e-6
0.296, 2.316e-6, 9.493e-6
0.295, 2.280e-6, 9.515e-6
0.294, 2.221e-6, 9.538e-6
0.293, 2.193e-6, 9.560e-6
0.292, 2.147e-6, 9.581e-6
0.291, 2.115e-6, 9.602e-6
0.290, 2.068e-6, 9.623e-6
0.289, 2.043e-6, 9.643e-6
0.288, 1.996e-6, 9.663e-6
0.287, 1.971e-6, 9.683e-6
0.286, 1.927e-6, 9.702e-6
0.285, 1.903e-6, 9.721e-6
0.284, 1.862e-6, 9.740e-6
0.283, 1.840e-6, 9.758e-6
0.282, 1.796e-6, 9.776e-6
0.281, 1.777e-6, 9.794e-6
0.280, 1.738e-6, 9.811e-6
0.279, 1.716e-6, 9.829e-6
0.278, 1.676e-6, 9.845e-6
0.277, 1.660e-6, 9.862e-6
0.276, 1.621e-6, 9.878e-6
0.275, 1.605e-6, 9.894e-6
0.274, 1.571e-6, 9.910e-6
0.273, 1.555e-6, 9.925e-6
0.272, 1.520e-6, 9.941e-6
0.271, 1.504e-6, 9.956e-6
0.270, 1.465e-6, 9.970e-6
0.269, 1.447e-6, 9.985e-6
0.268, 1.415e-6, 9.999e-6
0.267, 1.404e-6, 1.001e-5
0.266, 1.373e-6, 1.003e-5
0.265, 1.359e-6, 1.004e-5
0.264, 1.328e-6, 1.005e-5
0.263, 1.316e-6, 1.007e-5
0.262, 1.288e-6, 1.008e-5
0.261, 1.278e-6, 1.009e-5
0.260, 1.250e-6, 1.010e-5
0.259, 1.238e-6, 1.012e-5
0.258, 1.209e-6, 1.013e-5
0.257, 1.204e-6, 1.014e-5
0.256, 1.179e-6, 1.015e-5
0.255, 1.169e-6, 1.016e-5
0.254, 1.144e-6, 1.018e-5
0.253, 1.135e-6, 1.019e-5
0.252, 1.108e-6, 1.020e-5
0.251, 1.106e-6, 1.021e-5
0.250, 1.080e-6, 1.022e-5
0.249, 1.073e-6, 1.023e-5
0.248, 1.052e-6, 1.024e-5
0.247, 1.043e-6, 1.025e-5
0.246, 1.019e-6, 1.026e-5
0.245, 1.016e-6, 1.027e-5
0.244, 9.927e-7, 1.028e-5
0.243, 9.902e-7, 1.029e-5
0.242, 9.653e-7, 1.030e-5
0.241, 9.654e-7, 1.031e-5
0.240, 9.400e-7, 1.032e-5
0.239, 9.380e-7, 1.033e-5
0.238, 9.170e-7, 1.034e-5
0.237, 9.160e-7, 1.035e-5
0.236, 8.935e-7, 1.036e-5
0.235, 8.955e-7, 1.037e-5
0.234, 8.712e-7, 1.038e-5
0.233, 8.709e-7, 1.038e-5
0.232, 8.521e-7, 1.039e-5
0.231, 8.495e-7, 1.040e-5
0.230, 8.310e-7, 1.041e-5
0.229, 8.307e-7, 1.042e-5
0.228, 8.130e-7, 1.043e-5
0.227, 8.112e-7, 1.043e-5
0.226, 7.915e-7, 1.044e-5
0.225, 7.943e-7, 1.045e-5
0.224, 7.731e-7, 1.046e-5
0.223, 7.745e-7, 1.047e-5
0.222, 7.590e-7, 1.047e-5
0.221, 7.584e-7, 1.048e-5
0.220, 7.394e-7, 1.049e-5
0.219, 7.443e-7, 1.050e-5
0.218, 7.210e-7, 1.050e-5
0.217, 7.250e-7, 1.051e-5
0.216, 7.022e-7, 1.052e-5
0.215, 7.053e-7, 1.052e-5
0.214, 6.860e-7, 1.053e-5
0.213, 6.896e-7, 1.054e-5
0.212, 6.687e-7, 1.054e-5
0.211, 6.714e-7, 1.055e-5
0.210, 6.509e-7, 1.056e-5
0.209, 6.569e-7, 1.056e-5
0.208, 6.410e-7, 1.057e-5
0.207, 6.436e-7, 1.058e-5
0.206, 6.278e-7, 1.058e-5
0.205, 6.307e-7, 1.059e-5
0.204, 6.149e-7, 1.060e-5
0.203, 6.207e-7, 1.060e-5
0.202, 6.032e-7, 1.061e-5
0.201, 6.084e-7, 1.061e-5
0.200, 5.942e-7, 1.062e-5
0.199, 5.980e-7, 1.063e-5
0.198, 5.796e-7, 1.063e-5
0.197, 5.883e-7, 1.064e-5
0.196, 5.694e-7, 1.064e-5
0.195, 5.745e-7, 1.065e-5
0.194, 5.560e-7, 1.065e-5
0.193, 5.649e-7, 1.066e-5
0.192, 5.471e-7, 1.067e-5
0.191, 5.527e-7, 1.067e-5
0.190, 5.413e-7, 1.068e-5
0.189, 5.447e-7, 1.068e-5
0.188, 5.287e-7, 1.069e-5
0.187, 5.371e-7, 1.069e-5
0.186, 5.206e-7, 1.070e-5
0.185, 5.273e-7, 1.070e-5
0.184, 5.132e-7, 1.071e-5
0.183, 5.186e-7, 1.071e-5
0.182, 5.000e-7, 1.072e-5
0.181, 5.109e-7, 1.072e-5
0.180, 4.960e-7, 1.073e-5
0.179, 5.023e-7, 1.073e-5
0.178, 4.875e-7, 1.074e-5
0.177, 4.960e-7, 1.074e-5
0.176, 4.769e-7, 1.075e-5
0.175, 4.868e-7, 1.075e-5
0.174, 4.721e-7, 1.076e-5
0.173, 4.797e-7, 1.076e-5
0.172, 4.610e-7, 1.077e-5
0.171, 4.742e-7, 1.077e-5
0.170, 4.547e-7, 1.078e-5
0.169, 4.644e-7, 1.078e-5
0.168, 4.502e-7, 1.079e-5
0.167, 4.572e-7, 1.079e-5
0.166, 4.451e-7, 1.079e-5
0.165, 4.514e-7, 1.080e-5
0.164, 4.378e-7, 1.080e-5
0.163, 4.468e-7, 1.081e-5
0.162, 4.302e-7, 1.081e-5
0.161, 4.426e-7, 1.082e-5
0.160, 4.260e-7, 1.082e-5
0.159, 4.358e-7, 1.083e-5
0.158, 4.237e-7, 1.083e-5
0.157, 4.313e-7, 1.083e-5
0.156, 4.177e-7, 1.084e-5
0.155, 4.291e-7, 1.084e-5
0.154, 4.142e-7, 1.085e-5
0.153, 4.228e-7, 1.085e-5
0.152, 4.092e-7, 1.085e-5
0.151, 4.189e-7, 1.086e-5
0.150, 4.032e-7, 1.086e-5
0.149, 4.170e-7, 1.087e-5
0.148, 3.999e-7, 1.087e-5
0.147, 4.116e-7, 1.088e-5
0.146, 3.948e-7, 1.088e-5
0.145, 4.076e-7, 1.088e-5
0.144, 3.924e-7, 1.089e-5
0.143, 4.033e-7, 1.089e-5
0.142, 3.894e-7, 1.090e-5
0.141, 3.994e-7, 1.090e-5
0.140, 3.813e-7, 1.090e-5
0.139, 3.986e-7, 1.091e-5
0.138, 3.798e-7, 1.091e-5
0.137, 3.927e-7, 1.091e-5
0.136, 3.769e-7, 1.092e-5
0.135, 3.883e-7, 1.092e-5
0.134, 3.721e-7, 1.093e-5
0.133, 3.876e-7, 1.093e-5
0.132, 3.696e-7, 1.093e-5
0.131, 3.816e-7, 1.094e-5
0.130, 3.646e-7, 1.094e-5
0.129, 3.803e-7, 1.095e-5
0.128, 3.618e-7, 1.095e-5
0.127, 3.761e-7, 1.095e-5
0.126, 3.622e-7, 1.096e-5
0.125, 3.734e-7, 1.096e-5
0.124, 3.552e-7, 1.096e-5
0.123, 3.730e-7, 1.097e-5
0.122, 3.541e-7, 1.097e-5
0.121, 3.691e-7, 1.097e-5
0.120, 3.530e-7, 1.098e-5
0.119, 3.666e-7, 1.098e-5
0.118, 3.500e-7, 1.099e-5
0.117, 3.661e-7, 1.099e-5
0.116, 3.491e-7, 1.099e-5
0.115, 3.622e-7, 1.100e-5
0.114, 3.476e-7, 1.100e-5
0.113, 3.601e-7, 1.100e-5
0.112, 3.453e-7, 1.101e-5
0.111, 3.572e-7, 1.101e-5
0.110, 3.462e-7, 1.101e-5
0.109, 3.555e-7, 1.102e-5
0.108, 3.410e-7, 1.102e-5
0.107, 3.572e-7, 1.102e-5
0.106, 3.392e-7, 1.103e-5
0.105, 3.523e-7, 1.103e-5
0.104, 3.398e-7, 1.103e-5
0.103, 3.519e-7, 1.104e-5
0.102, 3.405e-7, 1.104e-5
0.101, 3.518e-7, 1.104e-5
0.100, 3.342e-7, 1.105e-5
0.099, 3.498e-7, 1.105e-5
0.098, 3.324e-7, 1.105e-5
0.097, 3.503e-7, 1.106e-5
0.096, 3.315e-7, 1.106e-5
0.095, 3.479e-7, 1.107e-5
0.094, 3.309e-7, 1.107e-5
0.093, 3.475e-7, 1.107e-5
0.092, 3.285e-7, 1.108e-5
0.091, 3.484e-7, 1.108e-5
0.090, 3.282e-7, 1.108e-5
0.089, 3.456e-7, 1.109e-5
0.088, 3.300e-7, 1.109e-5
0.087, 3.437e-7, 1.109e-5
0.086, 3.268e-7, 1.110e-5
0.085, 3.466e-7, 1.110e-5
0.084, 3.267e-7, 1.110e-5
0.083, 3.448e-7, 1.111e-5
0.082, 3.268e-7, 1.111e-5
0.081, 3.442e-7, 1.111e-5
0.080, 3.256e-7, 1.112e-5
0.079, 3.442e-7, 1.112e-5
0.078, 3.268e-7, 1.112e-5
0.077, 3.434e-7, 1.113e-5
0.076, 3.252e-7, 1.113e-5
0.075, 3.451e-7, 1.113e-5
0.074, 3.253e-7, 1.114e-5
0.073, 3.435e-7, 1.114e-5
0.072, 3.259e-7, 1.114e-5
0.071, 3.445e-7, 1.115e-5
0.070, 3.248e-7, 1.115e-5
0.069, 3.466e-7, 1.115e-5
0.068, 3.253e-7, 1.116e-5
0.067, 3.450e-7, 1.116e-5
0.066, 3.253e-7, 1.116e-5
0.065, 3.466e-7, 1.117e-5
0.064, 3.264e-7, 1.117e-5
0.063, 3.467e-7, 1.117e-5
0.062, 3.271e-7, 1.118e-5
0.061, 3.467e-7, 1.118e-5
0.060, 3.258e-7, 1.118e-5
0.059, 3.493e-7, 1.119e-5
0.058, 3.273e-7, 1.119e-5
0.057, 3.489e-7, 1.119e-5
0.056, 3.299e-7, 1.120e-5
0.055, 3.503e-7, 1.120e-5
0.054, 3.286e-7, 1.120e-5
0.053, 3.515e-7, 1.121e-5
0.052, 3.315e-7, 1.121e-5
0.051, 3.518e-7, 1.121e-5
0.050, 3.317e-7, 1.122e-5
0.049, 3.548e-7, 1.122e-5
0.048, 3.332e-7, 1.122e-5
0.047, 3.560e-7, 1.123e-5
0.046, 3.371e-7, 1.123e-5
0.045, 3.579e-7, 1.123e-5
0.044, 3.362e-7, 1.124e-5
0.043, 3.646e-7, 1.124e-5
0.042, 3.401e-7, 1.124e-5
0.041, 3.637e-7, 1.125e-5
0.040, 3.442e-7, 1.125e-5
0.039, 3.682e-7, 1.126e-5
0.038, 3.462e-7, 1.126e-5
0.037, 3.725e-7, 1.126e-5
0.036, 3.483e-7, 1.127e-5
0.035, 3.737e-7, 1.127e-5
0.034, 3.496e-7, 1.127e-5
0.033, 3.806e-7, 1.128e-5
0.032, 3.526e-7, 1.128e-5
0.031, 3.834e-7, 1.128e-5
0.030, 3.571e-7, 1.129e-5
0.029, 3.896e-7, 1.129e-5
0.028, 3.574e-7, 1.130e-5
0.027, 3.962e-7, 1.130e-5
0.026, 3.639e-7, 1.130e-5
0.025, 3.974e-7, 1.131e-5
0.024, 3.708e-7, 1.131e-5
0.023, 4.037e-7, 1.131e-5
0.022, 3.726e-7, 1.132e-5
0.021, 4.109e-7, 1.132e-5
0.020, 3.790e-7, 1.133e-5
0.019, 4.154e-7, 1.133e-5
0.018, 3.837e-7, 1.133e-5
0.017, 4.222e-7, 1.134e-5
0.016, 3.902e-7, 1.134e-5
0.015, 4.246e-7, 1.135e-5
