Nov. 16, 2023   12:44:20
Cyclic Voltammetry
File: c:\users\dell\desktop\1116\¿Õ°×-02.txt
Data Source:  Experiment
Instrument Model:  CHI600B
Header: 
Note: 

Init E (V) = 0.65
High E (V) = 1.3
Low E (V) = -0.31
Init P/N = N
Scan Rate (V/s) = 0.2
Segment = 10
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 5e-6

Segment 1:
Ep = -0.114V
ip = 3.188e-6A
Ah = 9.921e-7C

Segment 2:

Segment 3:
Ep = 0.359V
ip = 7.686e-6A
Ah = 2.930e-6C

Ep = -0.089V
ip = 2.905e-6A
Ah = 5.999e-7C

Segment 4:

Segment 5:
Ep = 0.359V
ip = 7.918e-6A
Ah = 3.060e-6C

Ep = -0.085V
ip = 3.014e-6A
Ah = 5.898e-7C

Segment 6:

Segment 7:
Ep = 0.358V
ip = 7.967e-6A
Ah = 3.117e-6C

Ep = -0.083V
ip = 2.955e-6A
Ah = 5.547e-7C

Segment 8:

Segment 9:
Ep = 0.360V
ip = 8.053e-6A
Ah = 3.023e-6C

Ep = -0.085V
ip = 3.068e-6A
Ah = 6.183e-7C

Segment 10:

Potential/V, Current/A, Charge/C
0.437, 2.355e-6, 1.667e-6
0.436, 2.326e-6, 1.678e-6
0.435, 2.336e-6, 1.690e-6
0.434, 2.364e-6, 1.702e-6
0.433, 2.327e-6, 1.713e-6
0.432, 2.295e-6, 1.725e-6
0.431, 2.305e-6, 1.736e-6
0.430, 2.337e-6, 1.748e-6
0.429, 2.285e-6, 1.760e-6
0.428, 2.252e-6, 1.771e-6
0.427, 2.280e-6, 1.782e-6
0.426, 2.295e-6, 1.794e-6
0.425, 2.244e-6, 1.805e-6
0.424, 2.220e-6, 1.816e-6
0.423, 2.224e-6, 1.827e-6
0.422, 2.245e-6, 1.838e-6
0.421, 2.204e-6, 1.849e-6
0.420, 2.172e-6, 1.860e-6
0.419, 2.180e-6, 1.871e-6
0.418, 2.201e-6, 1.882e-6
0.417, 2.158e-6, 1.893e-6
0.416, 2.126e-6, 1.904e-6
0.415, 2.130e-6, 1.914e-6
0.414, 2.155e-6, 1.925e-6
0.413, 2.106e-6, 1.936e-6
0.412, 2.068e-6, 1.946e-6
0.411, 2.088e-6, 1.956e-6
0.410, 2.087e-6, 1.967e-6
0.409, 2.035e-6, 1.977e-6
0.408, 2.017e-6, 1.987e-6
0.407, 2.015e-6, 1.997e-6
0.406, 2.027e-6, 2.007e-6
0.405, 1.991e-6, 2.017e-6
0.404, 1.957e-6, 2.027e-6
0.403, 1.962e-6, 2.037e-6
0.402, 1.976e-6, 2.047e-6
0.401, 1.931e-6, 2.056e-6
0.400, 1.900e-6, 2.066e-6
0.399, 1.903e-6, 2.075e-6
0.398, 1.916e-6, 2.085e-6
0.397, 1.874e-6, 2.094e-6
0.396, 1.835e-6, 2.103e-6
0.395, 1.850e-6, 2.113e-6
0.394, 1.853e-6, 2.122e-6
0.393, 1.810e-6, 2.131e-6
0.392, 1.779e-6, 2.140e-6
0.391, 1.783e-6, 2.149e-6
0.390, 1.791e-6, 2.158e-6
0.389, 1.751e-6, 2.166e-6
0.388, 1.717e-6, 2.175e-6
0.387, 1.718e-6, 2.184e-6
0.386, 1.726e-6, 2.192e-6
0.385, 1.684e-6, 2.201e-6
0.384, 1.657e-6, 2.209e-6
0.383, 1.655e-6, 2.217e-6
0.382, 1.670e-6, 2.226e-6
0.381, 1.624e-6, 2.234e-6
0.380, 1.593e-6, 2.242e-6
0.379, 1.603e-6, 2.250e-6
0.378, 1.606e-6, 2.258e-6
0.377, 1.565e-6, 2.266e-6
0.376, 1.537e-6, 2.273e-6
0.375, 1.538e-6, 2.281e-6
0.374, 1.545e-6, 2.289e-6
0.373, 1.507e-6, 2.296e-6
0.372, 1.467e-6, 2.304e-6
0.371, 1.474e-6, 2.311e-6
0.370, 1.484e-6, 2.318e-6
0.369, 1.438e-6, 2.326e-6
0.368, 1.408e-6, 2.333e-6
0.367, 1.416e-6, 2.340e-6
0.366, 1.421e-6, 2.347e-6
0.365, 1.381e-6, 2.354e-6
0.364, 1.351e-6, 2.360e-6
0.363, 1.369e-6, 2.367e-6
0.362, 1.364e-6, 2.374e-6
0.361, 1.326e-6, 2.381e-6
0.360, 1.308e-6, 2.387e-6
0.359, 1.305e-6, 2.394e-6
0.358, 1.318e-6, 2.400e-6
0.357, 1.278e-6, 2.407e-6
0.356, 1.250e-6, 2.413e-6
0.355, 1.258e-6, 2.419e-6
0.354, 1.264e-6, 2.426e-6
0.353, 1.227e-6, 2.432e-6
0.352, 1.206e-6, 2.438e-6
0.351, 1.209e-6, 2.444e-6
0.350, 1.217e-6, 2.450e-6
0.349, 1.180e-6, 2.456e-6
0.348, 1.156e-6, 2.462e-6
0.347, 1.174e-6, 2.467e-6
0.346, 1.175e-6, 2.473e-6
0.345, 1.134e-6, 2.479e-6
0.344, 1.121e-6, 2.485e-6
0.343, 1.122e-6, 2.490e-6
0.342, 1.132e-6, 2.496e-6
0.341, 1.102e-6, 2.501e-6
0.340, 1.077e-6, 2.507e-6
0.339, 1.085e-6, 2.512e-6
0.338, 1.092e-6, 2.518e-6
0.337, 1.056e-6, 2.523e-6
0.336, 1.034e-6, 2.528e-6
0.335, 1.049e-6, 2.533e-6
0.334, 1.060e-6, 2.539e-6
0.333, 1.021e-6, 2.544e-6
0.332, 1.004e-6, 2.549e-6
0.331, 1.013e-6, 2.554e-6
0.330, 1.018e-6, 2.559e-6
0.329, 9.861e-7, 2.564e-6
0.328, 9.747e-7, 2.569e-6
0.327, 9.769e-7, 2.574e-6
0.326, 9.880e-7, 2.579e-6
0.325, 9.564e-7, 2.583e-6
0.324, 9.360e-7, 2.588e-6
0.323, 9.507e-7, 2.593e-6
0.322, 9.580e-7, 2.598e-6
0.321, 9.238e-7, 2.602e-6
0.320, 9.089e-7, 2.607e-6
0.319, 9.189e-7, 2.611e-6
0.318, 9.319e-7, 2.616e-6
0.317, 8.922e-7, 2.620e-6
0.316, 8.735e-7, 2.625e-6
0.315, 8.980e-7, 2.629e-6
0.314, 8.992e-7, 2.634e-6
0.313, 8.664e-7, 2.638e-6
0.312, 8.594e-7, 2.642e-6
0.311, 8.659e-7, 2.647e-6
0.310, 8.735e-7, 2.651e-6
0.309, 8.439e-7, 2.655e-6
0.308, 8.292e-7, 2.659e-6
0.307, 8.505e-7, 2.664e-6
0.306, 8.509e-7, 2.668e-6
0.305, 8.221e-7, 2.672e-6
0.304, 8.082e-7, 2.676e-6
0.303, 8.196e-7, 2.680e-6
0.302, 8.271e-7, 2.684e-6
0.301, 8.008e-7, 2.688e-6
0.300, 7.827e-7, 2.692e-6
0.299, 8.025e-7, 2.696e-6
0.298, 8.078e-7, 2.700e-6
0.297, 7.741e-7, 2.704e-6
0.296, 7.657e-7, 2.708e-6
0.295, 7.741e-7, 2.712e-6
0.294, 7.876e-7, 2.716e-6
0.293, 7.615e-7, 2.720e-6
0.292, 7.412e-7, 2.723e-6
0.291, 7.582e-7, 2.727e-6
0.290, 7.676e-7, 2.731e-6
0.289, 7.387e-7, 2.735e-6
0.288, 7.180e-7, 2.738e-6
0.287, 7.402e-7, 2.742e-6
0.286, 7.488e-7, 2.746e-6
0.285, 7.171e-7, 2.749e-6
0.284, 6.992e-7, 2.753e-6
0.283, 7.272e-7, 2.756e-6
0.282, 7.295e-7, 2.760e-6
0.281, 6.944e-7, 2.764e-6
0.280, 6.870e-7, 2.767e-6
0.279, 6.985e-7, 2.770e-6
0.278, 7.147e-7, 2.774e-6
0.277, 6.800e-7, 2.777e-6
0.276, 6.635e-7, 2.781e-6
0.275, 6.825e-7, 2.784e-6
0.274, 6.940e-7, 2.788e-6
0.273, 6.600e-7, 2.791e-6
0.272, 6.452e-7, 2.794e-6
0.271, 6.658e-7, 2.798e-6
0.270, 6.775e-7, 2.801e-6
0.269, 6.444e-7, 2.804e-6
0.268, 6.322e-7, 2.807e-6
0.267, 6.575e-7, 2.811e-6
0.266, 6.577e-7, 2.814e-6
0.265, 6.309e-7, 2.817e-6
0.264, 6.277e-7, 2.820e-6
0.263, 6.408e-7, 2.823e-6
0.262, 6.486e-7, 2.827e-6
0.261, 6.242e-7, 2.830e-6
0.260, 6.087e-7, 2.833e-6
0.259, 6.279e-7, 2.836e-6
0.258, 6.401e-7, 2.839e-6
0.257, 6.109e-7, 2.842e-6
0.256, 6.003e-7, 2.845e-6
0.255, 6.168e-7, 2.848e-6
0.254, 6.308e-7, 2.851e-6
0.253, 5.973e-7, 2.854e-6
0.252, 5.888e-7, 2.857e-6
0.251, 6.106e-7, 2.860e-6
0.250, 6.175e-7, 2.863e-6
0.249, 5.918e-7, 2.866e-6
0.248, 5.846e-7, 2.869e-6
0.247, 5.939e-7, 2.872e-6
0.246, 6.068e-7, 2.875e-6
0.245, 5.799e-7, 2.878e-6
0.244, 5.614e-7, 2.881e-6
0.243, 5.837e-7, 2.884e-6
0.242, 5.985e-7, 2.887e-6
0.241, 5.664e-7, 2.890e-6
0.240, 5.505e-7, 2.893e-6
0.239, 5.731e-7, 2.895e-6
0.238, 5.896e-7, 2.898e-6
0.237, 5.554e-7, 2.901e-6
0.236, 5.432e-7, 2.904e-6
0.235, 5.682e-7, 2.907e-6
0.234, 5.799e-7, 2.910e-6
0.233, 5.455e-7, 2.912e-6
0.232, 5.391e-7, 2.915e-6
0.231, 5.546e-7, 2.918e-6
0.230, 5.665e-7, 2.921e-6
0.229, 5.433e-7, 2.923e-6
0.228, 5.243e-7, 2.926e-6
0.227, 5.470e-7, 2.929e-6
0.226, 5.579e-7, 2.932e-6
0.225, 5.307e-7, 2.934e-6
0.224, 5.187e-7, 2.937e-6
0.223, 5.401e-7, 2.939e-6
0.222, 5.551e-7, 2.942e-6
0.221, 5.220e-7, 2.945e-6
0.220, 5.118e-7, 2.947e-6
0.219, 5.367e-7, 2.950e-6
0.218, 5.440e-7, 2.953e-6
0.217, 5.176e-7, 2.955e-6
0.216, 5.109e-7, 2.958e-6
0.215, 5.234e-7, 2.961e-6
0.214, 5.382e-7, 2.963e-6
0.213, 5.105e-7, 2.966e-6
0.212, 4.977e-7, 2.968e-6
0.211, 5.149e-7, 2.971e-6
0.210, 5.304e-7, 2.974e-6
0.209, 4.977e-7, 2.976e-6
0.208, 4.878e-7, 2.978e-6
0.207, 5.108e-7, 2.981e-6
0.206, 5.226e-7, 2.984e-6
0.205, 4.787e-7, 2.986e-6
0.204, 4.791e-7, 2.988e-6
0.203, 5.070e-7, 2.991e-6
0.202, 5.154e-7, 2.994e-6
0.201, 4.825e-7, 2.996e-6
0.200, 4.772e-7, 2.998e-6
0.199, 4.934e-7, 3.001e-6
0.198, 5.121e-7, 3.003e-6
0.197, 4.786e-7, 3.006e-6
0.196, 4.638e-7, 3.008e-6
0.195, 4.853e-7, 3.010e-6
0.194, 5.031e-7, 3.013e-6
0.193, 4.658e-7, 3.015e-6
0.192, 4.545e-7, 3.018e-6
0.191, 4.763e-7, 3.020e-6
0.190, 4.962e-7, 3.022e-6
0.189, 4.566e-7, 3.025e-6
0.188, 4.491e-7, 3.027e-6
0.187, 4.771e-7, 3.029e-6
0.186, 4.875e-7, 3.032e-6
0.185, 4.511e-7, 3.034e-6
0.184, 4.475e-7, 3.036e-6
0.183, 4.626e-7, 3.039e-6
0.182, 4.790e-7, 3.041e-6
0.181, 4.532e-7, 3.043e-6
0.180, 4.320e-7, 3.045e-6
0.179, 4.577e-7, 3.048e-6
0.178, 4.757e-7, 3.050e-6
0.177, 4.441e-7, 3.052e-6
0.176, 4.293e-7, 3.054e-6
0.175, 4.493e-7, 3.057e-6
0.174, 4.696e-7, 3.059e-6
0.173, 4.364e-7, 3.061e-6
0.172, 4.239e-7, 3.063e-6
0.171, 4.480e-7, 3.066e-6
0.170, 4.615e-7, 3.068e-6
0.169, 4.249e-7, 3.070e-6
0.168, 4.255e-7, 3.072e-6
0.167, 4.401e-7, 3.074e-6
0.166, 4.538e-7, 3.077e-6
0.165, 4.300e-7, 3.079e-6
0.164, 4.112e-7, 3.081e-6
0.163, 4.377e-7, 3.083e-6
0.162, 4.497e-7, 3.085e-6
0.161, 4.211e-7, 3.087e-6
0.160, 4.121e-7, 3.089e-6
0.159, 4.299e-7, 3.092e-6
0.158, 4.494e-7, 3.094e-6
0.157, 4.183e-7, 3.096e-6
0.156, 4.032e-7, 3.098e-6
0.155, 4.305e-7, 3.100e-6
0.154, 4.411e-7, 3.102e-6
0.153, 4.140e-7, 3.104e-6
0.152, 4.044e-7, 3.106e-6
0.151, 4.258e-7, 3.109e-6
0.150, 4.362e-7, 3.111e-6
0.149, 4.132e-7, 3.113e-6
0.148, 3.950e-7, 3.115e-6
0.147, 4.260e-7, 3.117e-6
0.146, 4.373e-7, 3.119e-6
0.145, 4.057e-7, 3.121e-6
0.144, 3.949e-7, 3.123e-6
0.143, 4.157e-7, 3.125e-6
0.142, 4.354e-7, 3.127e-6
0.141, 4.038e-7, 3.129e-6
0.140, 3.842e-7, 3.131e-6
0.139, 4.227e-7, 3.133e-6
0.138, 4.274e-7, 3.136e-6
0.137, 4.025e-7, 3.138e-6
0.136, 3.968e-7, 3.140e-6
0.135, 4.108e-7, 3.142e-6
0.134, 4.305e-7, 3.144e-6
0.133, 4.028e-7, 3.146e-6
0.132, 3.838e-7, 3.148e-6
0.131, 4.174e-7, 3.150e-6
0.130, 4.271e-7, 3.152e-6
0.129, 3.994e-7, 3.154e-6
0.128, 3.854e-7, 3.156e-6
0.127, 4.098e-7, 3.158e-6
0.126, 4.301e-7, 3.160e-6
0.125, 3.973e-7, 3.162e-6
0.124, 3.848e-7, 3.164e-6
0.123, 4.156e-7, 3.166e-6
0.122, 4.272e-7, 3.168e-6
0.121, 4.001e-7, 3.170e-6
0.120, 3.923e-7, 3.172e-6
0.119, 4.061e-7, 3.174e-6
0.118, 4.269e-7, 3.176e-6
0.117, 4.041e-7, 3.178e-6
0.116, 3.834e-7, 3.180e-6
0.115, 4.168e-7, 3.182e-6
0.114, 4.253e-7, 3.184e-6
0.113, 3.979e-7, 3.186e-6
0.112, 3.842e-7, 3.188e-6
0.111, 4.095e-7, 3.190e-6
0.110, 4.334e-7, 3.193e-6
0.109, 4.023e-7, 3.195e-6
0.108, 3.805e-7, 3.196e-6
0.107, 4.195e-7, 3.199e-6
0.106, 4.306e-7, 3.201e-6
0.105, 3.987e-7, 3.203e-6
0.104, 3.897e-7, 3.205e-6
0.103, 4.131e-7, 3.207e-6
0.102, 4.382e-7, 3.209e-6
0.101, 4.073e-7, 3.211e-6
0.100, 3.835e-7, 3.213e-6
0.099, 4.166e-7, 3.215e-6
0.098, 4.306e-7, 3.217e-6
0.097, 4.021e-7, 3.219e-6
0.096, 3.927e-7, 3.221e-6
0.095, 4.117e-7, 3.223e-6
0.094, 4.398e-7, 3.225e-6
0.093, 4.015e-7, 3.227e-6
0.092, 3.938e-7, 3.229e-6
0.091, 4.250e-7, 3.231e-6
0.090, 4.393e-7, 3.234e-6
0.089, 4.023e-7, 3.236e-6
0.088, 4.000e-7, 3.238e-6
0.087, 4.207e-7, 3.240e-6
0.086, 4.400e-7, 3.242e-6
0.085, 4.162e-7, 3.244e-6
0.084, 3.968e-7, 3.246e-6
0.083, 4.258e-7, 3.248e-6
0.082, 4.426e-7, 3.250e-6
0.081, 4.156e-7, 3.252e-6
0.080, 4.015e-7, 3.254e-6
0.079, 4.269e-7, 3.257e-6
0.078, 4.477e-7, 3.259e-6
0.077, 4.201e-7, 3.261e-6
0.076, 4.021e-7, 3.263e-6
0.075, 4.339e-7, 3.265e-6
0.074, 4.480e-7, 3.267e-6
0.073, 4.208e-7, 3.269e-6
0.072, 4.076e-7, 3.271e-6
0.071, 4.351e-7, 3.274e-6
0.070, 4.521e-7, 3.276e-6
0.069, 4.297e-7, 3.278e-6
0.068, 4.053e-7, 3.280e-6
0.067, 4.339e-7, 3.282e-6
0.066, 4.606e-7, 3.285e-6
0.065, 4.298e-7, 3.287e-6
0.064, 4.162e-7, 3.289e-6
0.063, 4.441e-7, 3.291e-6
0.062, 4.752e-7, 3.293e-6
0.061, 4.322e-7, 3.296e-6
0.060, 4.189e-7, 3.298e-6
0.059, 4.584e-7, 3.300e-6
0.058, 4.742e-7, 3.302e-6
0.057, 4.421e-7, 3.304e-6
0.056, 4.297e-7, 3.307e-6
0.055, 4.629e-7, 3.309e-6
0.054, 4.784e-7, 3.311e-6
0.053, 4.504e-7, 3.314e-6
0.052, 4.278e-7, 3.316e-6
0.051, 4.671e-7, 3.318e-6
0.050, 4.940e-7, 3.321e-6
0.049, 4.506e-7, 3.323e-6
0.048, 4.400e-7, 3.325e-6
0.047, 4.732e-7, 3.327e-6
0.046, 5.039e-7, 3.330e-6
0.045, 4.669e-7, 3.332e-6
0.044, 4.474e-7, 3.334e-6
0.043, 4.945e-7, 3.337e-6
0.042, 5.159e-7, 3.339e-6
0.041, 4.770e-7, 3.342e-6
0.040, 4.633e-7, 3.344e-6
0.039, 4.984e-7, 3.347e-6
0.038, 5.247e-7, 3.349e-6
0.037, 4.893e-7, 3.352e-6
0.036, 4.654e-7, 3.354e-6
0.035, 5.083e-7, 3.357e-6
0.034, 5.400e-7, 3.359e-6
0.033, 5.020e-7, 3.362e-6
0.032, 4.836e-7, 3.364e-6
0.031, 5.229e-7, 3.367e-6
0.030, 5.552e-7, 3.370e-6
0.029, 5.216e-7, 3.372e-6
0.028, 4.900e-7, 3.375e-6
0.027, 5.445e-7, 3.377e-6
0.026, 5.729e-7, 3.380e-6
0.025, 5.319e-7, 3.383e-6
0.024, 5.197e-7, 3.386e-6
0.023, 5.556e-7, 3.388e-6
0.022, 5.958e-7, 3.391e-6
0.021, 5.512e-7, 3.394e-6
0.020, 5.314e-7, 3.397e-6
0.019, 5.800e-7, 3.400e-6
0.018, 6.069e-7, 3.403e-6
0.017, 5.770e-7, 3.406e-6
0.016, 5.449e-7, 3.408e-6
0.015, 5.981e-7, 3.411e-6
0.014, 6.397e-7, 3.414e-6
0.013, 5.941e-7, 3.417e-6
0.012, 5.659e-7, 3.420e-6
