"B1- - RawData"
"≤®≥§(nm)","Œ¸ ’÷µ"
304.50,0.2
305.00,0.2
305.50,0.2
306.00,0.2
306.50,0.2
307.00,0.2
307.50,0.2
308.00,0.2
308.50,0.2
309.00,0.2
309.50,0.2
310.00,0.2
310.50,0.2
311.00,0.2
311.50,0.2
312.00,0.2
312.50,0.2
313.00,0.2
313.50,0.2
314.00,0.2
314.50,0.2
315.00,0.2
315.50,0.2
316.00,0.2
316.50,0.2
317.00,0.2
317.50,0.2
318.00,0.2
318.50,0.2
319.00,0.2
319.50,0.2
320.00,0.2
320.50,0.2
321.00,0.2
321.50,0.2
322.00,0.2
322.50,0.2
323.00,0.2
323.50,0.2
324.00,0.2
324.50,0.2
325.00,0.2
325.50,0.2
326.00,0.2
326.50,0.2
327.00,0.2
327.50,0.2
328.00,0.2
328.50,0.2
329.00,0.2
329.50,0.2
330.00,0.2
330.50,0.2
331.00,0.2
331.50,0.2
332.00,0.2
332.50,0.2
333.00,0.2
333.50,0.2
334.00,0.2
334.50,0.2
335.00,0.2
335.50,0.2
336.00,0.2
336.50,0.2
337.00,0.2
337.50,0.2
338.00,0.2
338.50,0.2
339.00,0.2
339.50,0.2
340.00,0.2
340.50,0.2
341.00,0.2
341.50,0.2
342.00,0.2
342.50,0.2
343.00,0.2
343.50,0.2
344.00,0.2
344.50,0.2
345.00,0.2
345.50,0.2
346.00,0.2
346.50,0.2
347.00,0.2
347.50,0.2
348.00,0.2
348.50,0.2
349.00,0.2
349.50,0.2
350.00,0.2
350.50,0.2
351.00,0.2
351.50,0.2
352.00,0.2
352.50,0.2
353.00,0.2
353.50,0.2
354.00,0.2
354.50,0.2
355.00,0.2
355.50,0.2
356.00,0.2
356.50,0.2
357.00,0.2
357.50,0.2
358.00,0.2
358.50,0.2
359.00,0.2
359.50,0.2
360.00,0.2
360.50,0.2
361.00,0.2
361.50,0.2
362.00,0.2
362.50,0.2
363.00,0.2
363.50,0.2
364.00,0.2
364.50,0.2
365.00,0.2
365.50,0.2
366.00,0.2
366.50,0.2
367.00,0.2
367.50,0.2
368.00,0.2
368.50,0.2
369.00,0.2
369.50,0.2
370.00,0.2
370.50,0.2
371.00,0.2
371.50,0.2
372.00,0.2
372.50,0.2
373.00,0.2
373.50,0.2
374.00,0.3
374.50,0.3
375.00,0.3
375.50,0.3
376.00,0.3
376.50,0.3
377.00,0.3
377.50,0.3
378.00,0.3
378.50,0.3
379.00,0.3
379.50,0.3
380.00,0.3
380.50,0.3
381.00,0.3
381.50,0.3
382.00,0.3
382.50,0.3
383.00,0.3
383.50,0.3
384.00,0.3
384.50,0.3
385.00,0.3
385.50,0.3
386.00,0.3
386.50,0.3
387.00,0.3
387.50,0.3
388.00,0.3
388.50,0.3
389.00,0.3
389.50,0.3
390.00,0.3
390.50,0.3
391.00,0.3
391.50,0.4
392.00,0.4
392.50,0.4
393.00,0.4
393.50,0.4
394.00,0.4
394.50,0.4
395.00,0.4
395.50,0.4
396.00,0.4
396.50,0.4
397.00,0.4
397.50,0.4
398.00,0.4
398.50,0.4
399.00,0.4
399.50,0.4
400.00,0.4
400.50,0.4
401.00,0.5
401.50,0.5
402.00,0.5
402.50,0.5
403.00,0.5
403.50,0.5
404.00,0.5
404.50,0.5
405.00,0.5
405.50,0.5
406.00,0.5
406.50,0.5
407.00,0.5
407.50,0.5
408.00,0.5
408.50,0.5
409.00,0.5
409.50,0.5
410.00,0.5
410.50,0.5
411.00,0.5
411.50,0.5
412.00,0.6
412.50,0.6
413.00,0.6
413.50,0.6
414.00,0.6
414.50,0.6
415.00,0.6
415.50,0.6
416.00,0.6
416.50,0.6
417.00,0.6
417.50,0.6
418.00,0.6
418.50,0.6
419.00,0.7
419.50,0.7
420.00,0.7
420.50,0.7
421.00,0.7
421.50,0.7
422.00,0.7
422.50,0.7
423.00,0.7
423.50,0.7
424.00,0.7
424.50,0.7
425.00,0.7
425.50,0.7
426.00,0.7
426.50,0.7
427.00,0.7
427.50,0.7
428.00,0.7
428.50,0.7
429.00,0.7
429.50,0.7
430.00,0.7
430.50,0.7
431.00,0.7
431.50,0.8
432.00,0.8
432.50,0.8
433.00,0.8
433.50,0.8
434.00,0.8
434.50,0.8
435.00,0.8
435.50,0.8
436.00,0.8
436.50,0.8
437.00,0.8
437.50,0.8
438.00,0.8
438.50,0.8
439.00,0.8
439.50,0.8
440.00,0.8
440.50,0.8
441.00,0.8
441.50,0.8
442.00,0.9
442.50,0.9
443.00,0.9
443.50,0.9
444.00,0.9
444.50,0.9
445.00,0.9
445.50,0.9
446.00,0.9
446.50,0.9
447.00,0.9
447.50,0.9
448.00,0.9
448.50,0.9
449.00,0.9
449.50,0.9
450.00,0.9
450.50,0.9
451.00,0.9
451.50,0.9
452.00,0.9
452.50,0.9
453.00,0.9
453.50,0.9
454.00,0.9
454.50,0.9
455.00,0.9
455.50,0.9
456.00,0.9
456.50,0.9
457.00,0.9
457.50,0.9
458.00,0.9
458.50,0.9
459.00,0.9
459.50,0.9
460.00,0.8
460.50,0.8
461.00,0.8
461.50,0.8
462.00,0.8
462.50,0.8
463.00,0.8
463.50,0.8
464.00,0.8
464.50,0.8
465.00,0.8
465.50,0.8
466.00,0.8
466.50,0.8
467.00,0.8
467.50,0.8
468.00,0.8
468.50,0.8
469.00,0.8
469.50,0.8
470.00,0.8
470.50,0.8
471.00,0.8
471.50,0.8
472.00,0.8
472.50,0.8
473.00,0.8
473.50,0.8
474.00,0.8
474.50,0.8
475.00,0.8
475.50,0.8
476.00,0.8
476.50,0.8
477.00,0.8
477.50,0.8
478.00,0.8
478.50,0.8
479.00,0.8
479.50,0.8
480.00,0.8
480.50,0.8
481.00,0.8
481.50,0.8
482.00,0.7
482.50,0.7
483.00,0.7
483.50,0.7
484.00,0.7
484.50,0.7
485.00,0.7
485.50,0.7
486.00,0.7
486.50,0.7
487.00,0.7
487.50,0.6
488.00,0.6
488.50,0.6
489.00,0.6
489.50,0.6
490.00,0.6
490.50,0.6
491.00,0.5
491.50,0.5
492.00,0.5
492.50,0.5
493.00,0.5
493.50,0.5
494.00,0.5
494.50,0.4
495.00,0.4
495.50,0.4
496.00,0.4
496.50,0.4
497.00,0.4
497.50,0.3
498.00,0.3
498.50,0.3
499.00,0.3
499.50,0.3
500.00,0.3
500.50,0.3
501.00,0.3
501.50,0.2
502.00,0.2
502.50,0.2
503.00,0.2
503.50,0.2
504.00,0.2
504.50,0.2
505.00,0.2
505.50,0.2
506.00,0.2
506.50,0.1
507.00,0.1
507.50,0.1
508.00,0.1
508.50,0.1
509.00,0.1
509.50,0.1
510.00,0.1
510.50,0.1
511.00,0.1
511.50,0.1
512.00,0.1
512.50,0.1
513.00,0.1
513.50,0.1
514.00,0.1
514.50,0.1
515.00,0.1
515.50,0.1
516.00,0.1
516.50,0.1
517.00,0.0
517.50,0.0
518.00,0.0
518.50,0.0
519.00,0.0
519.50,0.0
520.00,0.0
520.50,0.0
521.00,0.0
521.50,0.0
522.00,0.0
522.50,0.0
523.00,0.0
523.50,0.0
524.00,0.0
524.50,0.0
525.00,0.0
525.50,0.0
526.00,0.0
526.50,0.0
527.00,0.0
527.50,0.0
528.00,0.0
528.50,0.0
529.00,0.0
529.50,0.0
530.00,0.0
530.50,0.0
531.00,0.0
531.50,0.0
532.00,0.0
532.50,0.0
533.00,0.0
533.50,0.0
534.00,0.0
534.50,0.0
535.00,0.0
535.50,0.0
536.00,0.0
536.50,0.0
537.00,0.0
537.50,0.0
538.00,0.0
538.50,0.0
539.00,0.0
539.50,0.0
540.00,0.0
540.50,0.0
541.00,0.0
541.50,0.0
542.00,0.0
542.50,0.0
543.00,0.0
543.50,0.0
544.00,0.0
544.50,0.0
545.00,0.0
545.50,0.0
546.00,0.0
546.50,0.0
547.00,0.0
547.50,0.0
548.00,0.0
548.50,0.0
549.00,0.0
549.50,0.0
550.00,0.0
550.50,0.0
551.00,0.0
551.50,0.0
552.00,0.0
552.50,0.0
553.00,0.0
553.50,0.0
554.00,0.0
554.50,0.0
555.00,0.0
555.50,0.0
556.00,0.0
556.50,0.0
557.00,0.0
557.50,0.0
558.00,0.0
558.50,0.0
559.00,0.0
559.50,0.0
560.00,0.0
560.50,0.0
561.00,0.0
561.50,0.0
562.00,0.0
562.50,0.0
563.00,0.0
563.50,0.0
564.00,0.0
564.50,0.0
565.00,0.0
565.50,0.0
566.00,0.0
566.50,0.0
567.00,0.0
567.50,0.0
568.00,0.0
568.50,-0.0
569.00,-0.0
569.50,-0.0
570.00,-0.0
570.50,-0.0
571.00,-0.0
571.50,-0.0
572.00,-0.0
572.50,-0.0
573.00,-0.0
573.50,-0.0
574.00,-0.0
574.50,-0.0
575.00,-0.0
575.50,-0.0
576.00,-0.0
576.50,-0.0
577.00,-0.0
577.50,-0.0
578.00,-0.0
578.50,-0.0
579.00,-0.0
579.50,-0.0
580.00,-0.0
580.50,-0.0
581.00,-0.0
581.50,-0.0
582.00,-0.0
582.50,-0.0
583.00,-0.0
583.50,-0.0
584.00,-0.0
584.50,-0.0
585.00,-0.0
585.50,-0.0
586.00,-0.0
586.50,-0.0
587.00,-0.0
587.50,-0.0
588.00,-0.0
588.50,-0.0
589.00,-0.0
589.50,-0.0
590.00,-0.0
590.50,-0.0
591.00,-0.0
591.50,-0.0
592.00,-0.0
592.50,-0.0
593.00,-0.0
593.50,-0.0
594.00,-0.0
594.50,-0.0
595.00,-0.0
595.50,-0.0
596.00,-0.0
596.50,-0.0
597.00,-0.0
597.50,-0.0
598.00,-0.0
598.50,-0.0
599.00,-0.0
599.50,-0.0
600.00,-0.0
600.50,-0.0
601.00,-0.0
601.50,-0.0
602.00,-0.0
602.50,-0.0
603.00,-0.0
603.50,-0.0
604.00,-0.0
604.50,-0.0
605.00,-0.0
605.50,-0.0
606.00,-0.0
606.50,-0.0
607.00,-0.0
607.50,-0.0
608.00,-0.0
608.50,-0.0
609.00,-0.0
609.50,-0.0
610.00,-0.0
610.50,-0.0
611.00,-0.0
611.50,-0.0
612.00,-0.0
612.50,-0.0
613.00,-0.0
613.50,-0.0
614.00,-0.0
614.50,-0.0
615.00,-0.0
615.50,-0.0
616.00,-0.0
616.50,-0.0
617.00,-0.0
617.50,-0.0
618.00,-0.0
618.50,-0.0
619.00,-0.0
619.50,-0.0
620.00,-0.0
620.50,-0.0
621.00,-0.0
621.50,-0.0
622.00,-0.0
622.50,-0.0
623.00,-0.0
623.50,-0.0
624.00,-0.0
624.50,-0.0
625.00,-0.0
625.50,-0.0
626.00,-0.0
626.50,-0.0
627.00,-0.0
627.50,-0.0
628.00,-0.0
628.50,-0.0
629.00,-0.0
629.50,-0.0
630.00,-0.0
630.50,-0.0
631.00,-0.0
631.50,-0.0
632.00,-0.0
632.50,-0.0
633.00,-0.0
633.50,-0.0
634.00,-0.0
634.50,-0.0
635.00,-0.0
635.50,-0.0
636.00,-0.0
636.50,-0.0
637.00,-0.0
637.50,-0.0
638.00,-0.0
638.50,-0.0
639.00,-0.0
639.50,-0.0
640.00,-0.0
640.50,-0.0
641.00,-0.0
641.50,-0.0
642.00,-0.0
642.50,-0.0
643.00,-0.0
643.50,-0.0
644.00,-0.0
644.50,-0.0
645.00,-0.0
645.50,-0.0
646.00,-0.0
646.50,-0.0
647.00,-0.0
647.50,-0.0
648.00,-0.0
648.50,-0.0
649.00,-0.0
649.50,-0.0
650.00,-0.0
650.50,-0.0
651.00,-0.0
651.50,-0.0
652.00,-0.0
652.50,-0.0
653.00,-0.0
653.50,-0.0
654.00,-0.0
654.50,-0.0
655.00,-0.0
655.50,-0.0
656.00,-0.0
656.50,-0.0
657.00,-0.0
657.50,-0.0
658.00,-0.0
658.50,-0.0
659.00,-0.0
659.50,-0.0
660.00,-0.0
660.50,-0.0
661.00,-0.0
661.50,-0.0
662.00,-0.0
662.50,-0.0
663.00,-0.0
663.50,-0.0
664.00,-0.0
664.50,-0.0
665.00,-0.0
665.50,-0.0
666.00,-0.0
666.50,-0.0
667.00,-0.0
667.50,-0.0
668.00,-0.0
668.50,-0.0
669.00,-0.0
669.50,-0.0
670.00,-0.0
670.50,-0.0
671.00,-0.0
671.50,-0.0
672.00,-0.0
672.50,-0.0
673.00,-0.0
673.50,-0.0
674.00,-0.0
674.50,-0.0
675.00,-0.0
675.50,-0.0
676.00,-0.0
676.50,-0.0
677.00,-0.0
677.50,-0.0
678.00,-0.0
678.50,-0.0
679.00,-0.0
679.50,-0.0
680.00,-0.0
680.50,-0.0
681.00,-0.0
681.50,-0.0
682.00,-0.0
682.50,-0.0
683.00,-0.0
683.50,-0.0
684.00,-0.0
684.50,-0.0
685.00,-0.0
685.50,-0.0
686.00,-0.0
686.50,-0.0
687.00,-0.0
687.50,-0.0
688.00,-0.0
688.50,-0.0
689.00,-0.0
689.50,-0.0
690.00,-0.0
690.50,-0.0
691.00,-0.0
691.50,-0.0
692.00,-0.0
692.50,-0.0
693.00,-0.0
693.50,-0.0
694.00,-0.0
694.50,-0.0
695.00,-0.0
695.50,-0.0
696.00,-0.0
696.50,-0.0
697.00,-0.0
697.50,-0.0
698.00,-0.0
698.50,-0.0
699.00,-0.0
699.50,-0.0
700.00,-0.0
